Property_ID,Property_Name,Property_Type,Property_Status,Bedrooms,Bathrooms,Area_sqft,Parking,Furnished,Construction_Year,Listing_Price,Selling_Price,Discount (%)
P19093,Blue Horizon,Plot,Sold,6,4,2457,Yes,Semi-Furnished,2014,26501202,23586069.78,11
P19094,River View,Shop,Under Construction,4,4,4209,No,Unfurnished,2020,46513659,39536610.15,15
P19095,Green Residency,Independent House,Available,4,1,2434,Yes,Unfurnished,2008,15672526,15359075.48,2
P19096,Royal Enclave,Commercial Office,Available,5,2,4023,No,Furnished,2012,18843732,18466857.36,2
P19097,Golden Avenue,Commercial Office,Under Construction,6,5,4601,Yes,Unfurnished,2022,31811314,29902635.16,6
P19098,Lake View,Plot,Under Construction,1,2,776,Yes,Semi-Furnished,2001,3397328,2921702.08,14
P19099,City Square,Plot,Available,5,5,4207,No,Unfurnished,2007,48216427,47734262.73,1
P19100,Grand Palace,Apartment,Under Construction,5,5,789,Yes,Semi-Furnished,2009,2986365,2628001.2,12
P19101,Silver Oak,Shop,Available,3,3,3384,No,Semi-Furnished,2000,31193712,29010152.16,7
P19102,Golden Avenue,Apartment,Under Construction,2,3,1659,Yes,Unfurnished,2010,6899781,6209802.9,10
P19103,Sunshine Towers,Shop,Sold,2,3,3596,Yes,Unfurnished,2002,12550040,12048038.4,4
P19104,Emerald Residency,Commercial Office,Available,5,1,3948,No,Unfurnished,2008,23277408,22113537.6,5
P19105,Lake View,Shop,Under Construction,6,3,1494,No,Furnished,2004,12095424,11127790.08,8
P19106,Sky Heights,Shop,Available,6,2,595,No,Semi-Furnished,2023,3703875,3629797.5,2
P19107,Emerald Residency,Plot,Sold,2,5,991,No,Furnished,2004,11747314,10572582.6,10
P19108,Sunshine Towers,Plot,Under Construction,1,5,2315,No,Unfurnished,2019,10107290,9197633.9,9
P19109,Sunshine Towers,Shop,Under Construction,6,3,1460,No,Unfurnished,2002,7978900,7899111.0,1
P19110,Elite Homes,Independent House,Sold,1,2,1726,Yes,Semi-Furnished,2016,15920624,14965386.56,6
P19111,Royal Enclave,Plot,Sold,2,2,3870,No,Semi-Furnished,2016,21377880,20308986.0,5
P19112,Blue Horizon,Apartment,Under Construction,2,2,3812,Yes,Furnished,2013,19060000,17154000.0,10
P19113,Sunshine Towers,Plot,Under Construction,2,4,3338,Yes,Furnished,2008,24480892,22522420.64,8
P19114,Urban Nest,Independent House,Sold,1,2,4121,Yes,Furnished,2022,48421750,45032227.5,7
P19115,Emerald Residency,Plot,Available,6,3,3290,Yes,Semi-Furnished,2023,34943090,32846504.6,6
P19116,Sky Heights,Shop,Under Construction,6,1,1886,Yes,Unfurnished,2001,16715618,14542587.66,13
P19117,Blue Horizon,Shop,Sold,3,1,505,No,Semi-Furnished,2018,2976975,2709047.25,9
P19118,Royal Enclave,Shop,Available,4,5,3871,Yes,Furnished,2008,46045545,41440990.5,10
P19119,River View,Commercial Office,Sold,4,5,3869,Yes,Furnished,2010,23496437,20911828.93,11
P19120,Sunshine Towers,Independent House,Sold,4,3,3251,No,Semi-Furnished,2015,37844891,32925055.17,13
P19121,Royal Enclave,Villa,Available,4,3,3495,No,Unfurnished,2006,13560600,12340146.0,9
P19122,Lake View,Shop,Available,2,3,4042,No,Unfurnished,2002,17724170,16128994.7,9
P19123,Emerald Residency,Apartment,Available,5,4,2171,No,Semi-Furnished,2007,9604504,9508458.96,1
P19124,Silver Oak,Apartment,Sold,4,2,1176,Yes,Unfurnished,2000,7405272,6664744.8,10
P19125,Blue Horizon,Apartment,Under Construction,4,4,1082,No,Semi-Furnished,2016,11239816,11127417.84,1
P19126,Sunshine Towers,Commercial Office,Available,5,5,2929,No,Semi-Furnished,2018,18481990,18112350.2,2
P19127,Sky Heights,Villa,Under Construction,4,4,1403,No,Furnished,2015,3758637,3307600.56,12
P19128,Royal Enclave,Shop,Under Construction,6,3,2398,Yes,Furnished,2007,10805388,9400687.56,13
P19129,Silver Oak,Plot,Sold,5,1,1592,Yes,Furnished,2012,15399416,14013468.56,9
P19130,River View,Apartment,Available,1,5,3380,Yes,Semi-Furnished,2013,10680800,9399104.0,12
P19131,Elite Homes,Apartment,Under Construction,3,2,1564,Yes,Furnished,2008,7080228,6513809.76,8
P19132,Silver Oak,Plot,Under Construction,3,3,1464,Yes,Unfurnished,2007,9542352,9446928.48,1
P19133,Sunshine Towers,Villa,Available,3,5,2039,No,Unfurnished,2006,22769513,21175647.09,7
P19134,Royal Enclave,Commercial Office,Available,6,1,3624,No,Semi-Furnished,2024,41273736,36733625.04,11
P19135,Urban Nest,Independent House,Sold,6,4,2958,Yes,Semi-Furnished,2007,28991358,27541790.1,5
P19136,Urban Nest,Apartment,Sold,5,1,2359,Yes,Unfurnished,2002,14045486,13062301.98,7
P19137,Elite Homes,Apartment,Under Construction,4,2,1533,No,Furnished,2002,13614573,12933844.35,5
P19138,Silver Oak,Independent House,Available,1,5,4508,No,Furnished,2001,27602484,24842235.6,10
P19139,Golden Avenue,Commercial Office,Sold,6,3,1495,No,Semi-Furnished,2016,6438965,6117016.75,5
P19140,Golden Avenue,Commercial Office,Sold,2,5,1558,No,Furnished,2012,17588262,16884731.52,4
P19141,Green Residency,Villa,Under Construction,3,2,3795,Yes,Unfurnished,2007,25988160,22089936.0,15
P19142,Sunshine Towers,Plot,Sold,5,3,1469,No,Unfurnished,2016,14826617,13640487.64,8
P19143,Palm Residency,Independent House,Available,2,1,3275,No,Furnished,2017,32402850,29162565.0,10
P19144,Royal Enclave,Plot,Sold,3,3,2596,No,Furnished,2000,11733920,10912545.6,7
P19145,Emerald Residency,Villa,Available,1,5,2892,Yes,Furnished,2002,22300212,20739197.16,7
P19146,Grand Palace,Apartment,Sold,4,2,4030,No,Furnished,2008,33001670,28711452.9,13
P19147,Royal Enclave,Commercial Office,Under Construction,3,3,1909,Yes,Semi-Furnished,2012,8376692,7287722.04,13
P19148,Lake View,Independent House,Under Construction,2,3,1468,No,Unfurnished,2001,3702296,3183974.56,14
P19149,Sunshine Towers,Villa,Sold,4,5,2870,Yes,Furnished,2014,15374590,14144622.8,8
P19150,Urban Nest,Commercial Office,Available,4,1,630,No,Unfurnished,2010,2271150,1998612.0,12
P19151,River View,Independent House,Available,5,4,2641,Yes,Unfurnished,2013,25065731,24313759.07,3
P19152,Golden Avenue,Commercial Office,Available,5,2,1606,Yes,Furnished,2014,13683120,12862132.8,6
P19153,Green Residency,Plot,Available,1,3,2286,No,Furnished,2001,16987266,15968030.04,6
P19154,Silver Oak,Shop,Under Construction,2,4,2259,No,Furnished,2000,6898986,6829996.14,1
P19155,City Square,Plot,Sold,4,1,3646,Yes,Furnished,2005,34133852,30379128.28,11
P19156,Sky Heights,Plot,Under Construction,3,4,648,No,Furnished,2002,2656152,2337413.76,12
P19157,Blue Horizon,Villa,Available,2,2,1219,Yes,Unfurnished,2002,14258643,13830883.71,3
P19158,Emerald Residency,Commercial Office,Available,3,2,4632,Yes,Semi-Furnished,2004,18259344,16616003.04,9
P19159,Lake View,Apartment,Under Construction,3,4,2685,No,Furnished,2004,23987790,23268156.3,3
P19160,City Square,Plot,Sold,1,2,4347,Yes,Semi-Furnished,2014,36210510,31865248.8,12
P19161,Elite Homes,Apartment,Under Construction,3,2,3956,Yes,Unfurnished,2021,22371180,21476332.8,4
P19162,Royal Enclave,Shop,Available,3,5,3818,No,Furnished,2013,28631182,27772246.54,3
P19163,Lake View,Apartment,Sold,1,5,4758,Yes,Semi-Furnished,2008,20411820,19595347.2,4
P19164,Royal Enclave,Shop,Available,1,3,2225,Yes,Unfurnished,2016,21916250,21916250.0,0
P19165,Palm Residency,Apartment,Under Construction,1,4,822,Yes,Furnished,2012,2298312,2022514.56,12
P19166,Lake View,Apartment,Available,4,1,3409,Yes,Furnished,2001,30063971,25855015.06,14
P19167,Elite Homes,Apartment,Under Construction,6,3,3224,Yes,Unfurnished,2004,15858856,15700267.44,1
P19168,Urban Nest,Plot,Available,4,5,4376,Yes,Furnished,2000,17228312,17228312.0,0
P19169,Golden Avenue,Commercial Office,Under Construction,6,3,3766,No,Unfurnished,2004,42201796,37981616.4,10
P19170,River View,Villa,Available,1,4,3440,No,Unfurnished,2025,10299360,8960443.2,13
P19171,Blue Horizon,Independent House,Available,2,2,4342,Yes,Semi-Furnished,2004,18779150,17089026.5,9
P19172,Grand Palace,Commercial Office,Sold,6,2,3024,No,Semi-Furnished,2004,32429376,27564969.6,15
P19173,Elite Homes,Shop,Available,5,5,3590,Yes,Semi-Furnished,2005,24735100,21766888.0,12
P19174,Sky Heights,Commercial Office,Available,3,2,2985,Yes,Semi-Furnished,2017,26748585,26748585.0,0
P19175,Lake View,Villa,Available,1,5,3583,No,Semi-Furnished,2003,18656681,16231312.47,13
P19176,Emerald Residency,Apartment,Under Construction,4,1,4810,Yes,Unfurnished,2022,26950430,23716378.4,12
P19177,Sky Heights,Shop,Available,6,2,2698,Yes,Furnished,2007,14709496,13385641.36,9
P19178,Green Residency,Villa,Under Construction,6,3,1570,No,Furnished,2022,13131480,12080961.6,8
P19179,Sunshine Towers,Apartment,Under Construction,5,1,538,No,Furnished,2003,3144610,2798702.9,11
P19180,Silver Oak,Shop,Sold,2,1,3354,No,Semi-Furnished,2004,24759228,23521266.6,5
P19181,Elite Homes,Plot,Under Construction,2,5,2306,No,Semi-Furnished,2012,14313342,13454541.48,6
P19182,Urban Nest,Apartment,Available,3,1,3649,Yes,Furnished,2016,31315718,28810460.56,8
P19183,City Square,Plot,Sold,5,1,1321,No,Unfurnished,2024,14120169,12284547.03,13
P19184,Elite Homes,Commercial Office,Sold,4,5,1673,Yes,Unfurnished,2011,10462942,8893500.7,15
P19185,City Square,Independent House,Under Construction,4,2,1313,Yes,Furnished,2002,7501169,7051098.86,6
P19186,Palm Residency,Apartment,Under Construction,5,2,3622,Yes,Unfurnished,2022,22195616,20641922.88,7
P19187,Emerald Residency,Shop,Under Construction,4,1,852,Yes,Unfurnished,2020,2195604,2107779.84,4
P19188,Elite Homes,Villa,Under Construction,4,5,546,Yes,Unfurnished,2025,3586128,3084070.08,14
P19189,Sky Heights,Shop,Available,6,3,1899,No,Semi-Furnished,2005,6954138,6050100.06,13
P19190,River View,Apartment,Available,1,4,3558,No,Unfurnished,2023,10698906,9842993.52,8
P19191,Sunshine Towers,Villa,Available,3,4,4607,Yes,Semi-Furnished,2023,15640765,15171542.05,3
P19192,Silver Oak,Villa,Sold,3,5,586,No,Semi-Furnished,2025,4220372,4178168.28,1
P19193,Lake View,Independent House,Sold,2,3,2491,No,Furnished,2020,24100425,21208374.0,12
P19194,Green Residency,Apartment,Available,3,2,4423,Yes,Semi-Furnished,2015,34663051,29810223.86,14
P19195,Grand Palace,Apartment,Under Construction,5,2,2135,Yes,Unfurnished,2006,7790615,7634802.7,2
P19196,Silver Oak,Apartment,Under Construction,6,2,4855,Yes,Unfurnished,2002,36679525,36679525.0,0
P19197,Silver Oak,Villa,Under Construction,1,3,3398,No,Semi-Furnished,2010,25559756,23514975.52,8
P19198,Lake View,Villa,Available,5,5,2764,Yes,Unfurnished,2022,17319224,15587301.6,10
P19199,Emerald Residency,Apartment,Sold,1,3,1385,Yes,Unfurnished,2024,8347395,7679603.4,8
P19200,Lake View,Commercial Office,Sold,5,2,1066,Yes,Semi-Furnished,2019,11873108,10685797.2,10
P19201,Urban Nest,Villa,Under Construction,4,4,1314,Yes,Unfurnished,2012,15695730,15224858.1,3
P19202,Golden Avenue,Villa,Under Construction,5,4,2299,Yes,Semi-Furnished,2022,9998351,8498598.35,15
P19203,Urban Nest,Villa,Under Construction,3,1,2244,Yes,Unfurnished,2008,12182676,11817195.72,3
P19204,Palm Residency,Independent House,Available,6,4,3387,Yes,Furnished,2009,30818313,28352847.96,8
P19205,Golden Avenue,Villa,Available,5,2,4501,No,Semi-Furnished,2010,42827015,39400853.8,8
P19206,Silver Oak,Villa,Under Construction,1,3,3000,No,Unfurnished,2021,14808000,12882960.0,13
P19207,Sky Heights,Villa,Available,3,3,3850,Yes,Semi-Furnished,2004,27943300,26825568.0,4
P19208,Elite Homes,Independent House,Sold,2,3,3344,No,Unfurnished,2001,12840960,11428454.4,11
P19209,River View,Plot,Available,1,5,1998,Yes,Semi-Furnished,2013,16059924,14775130.08,8
P19210,River View,Apartment,Available,3,2,3968,No,Semi-Furnished,2005,47270784,44907244.8,5
P19211,Blue Horizon,Independent House,Available,2,5,3123,No,Unfurnished,2023,31295583,26914201.38,14
P19212,Emerald Residency,Villa,Under Construction,1,4,2950,Yes,Furnished,2021,20201600,18383456.0,9
P19213,Grand Palace,Shop,Available,3,2,3900,No,Furnished,2025,39721500,39721500.0,0
P19214,Golden Avenue,Villa,Under Construction,6,4,2920,No,Semi-Furnished,2020,15300800,14688768.0,4
P19215,Sky Heights,Commercial Office,Under Construction,4,2,1533,Yes,Furnished,2009,6559707,5706945.09,13
P19216,Grand Palace,Commercial Office,Under Construction,2,1,4441,No,Semi-Furnished,2015,14073529,12666176.1,10
P19217,River View,Shop,Available,1,1,3058,No,Semi-Furnished,2009,13360402,11757153.76,12
P19218,Royal Enclave,Villa,Available,6,5,4717,No,Furnished,2011,24868024,21883861.12,12
P19219,Urban Nest,Villa,Available,5,5,3677,No,Semi-Furnished,2016,15402953,13554598.64,12
P19220,River View,Plot,Available,3,3,712,No,Semi-Furnished,2009,3882536,3571933.12,8
P19221,River View,Villa,Under Construction,5,1,4637,No,Unfurnished,2007,32449726,29853747.92,8
P19222,Grand Palace,Villa,Under Construction,1,2,644,No,Unfurnished,2012,5601512,5377451.52,4
P19223,City Square,Independent House,Available,5,1,3973,No,Furnished,2017,39650540,37668013.0,5
P19224,Lake View,Commercial Office,Available,1,5,1258,No,Unfurnished,2006,5257182,5257182.0,0
P19225,Emerald Residency,Plot,Under Construction,3,3,4606,Yes,Furnished,2004,29763972,25894655.64,13
P19226,Grand Palace,Shop,Sold,2,2,2461,No,Furnished,2010,28365486,26663556.84,6
P19227,Sunshine Towers,Shop,Available,6,1,3489,No,Unfurnished,2009,13868775,12204522.0,12
P19228,Royal Enclave,Apartment,Available,4,4,4982,Yes,Furnished,2022,47079900,43784307.0,7
P19229,Sunshine Towers,Shop,Under Construction,5,1,4651,Yes,Semi-Furnished,2020,34831339,33089772.05,5
P19230,Palm Residency,Shop,Under Construction,6,5,1674,Yes,Unfurnished,2001,4591782,4132603.8,10
P19231,Lake View,Plot,Under Construction,3,2,778,No,Semi-Furnished,2014,6141532,6141532.0,0
P19232,Urban Nest,Plot,Sold,1,4,617,No,Unfurnished,2007,7086862,6023832.7,15
P19233,City Square,Commercial Office,Sold,3,3,4905,No,Semi-Furnished,2000,15308505,14849249.85,3
P19234,Golden Avenue,Independent House,Sold,2,1,3479,Yes,Furnished,2024,14169967,14028267.33,1
P19235,Royal Enclave,Commercial Office,Sold,6,4,1009,Yes,Unfurnished,2007,8386808,7715863.36,8
P19236,Silver Oak,Villa,Sold,1,5,3264,Yes,Semi-Furnished,2004,31096128,30474205.44,2
P19237,Emerald Residency,Apartment,Sold,4,3,3921,Yes,Unfurnished,2011,43001607,36551365.95,15
P19238,Royal Enclave,Plot,Under Construction,6,3,1387,No,Semi-Furnished,2001,14062793,12375257.84,12
P19239,Palm Residency,Commercial Office,Sold,5,4,1523,Yes,Furnished,2003,18010998,17110448.1,5
P19240,Lake View,Villa,Sold,1,3,2492,No,Semi-Furnished,2006,29435504,28552438.88,3
P19241,Grand Palace,Plot,Under Construction,3,3,3091,Yes,Semi-Furnished,2001,9501734,9501734.0,0
P19242,Sunshine Towers,Apartment,Sold,3,2,3463,Yes,Furnished,2013,39180382,37221362.9,5
P19243,Royal Enclave,Apartment,Sold,2,2,2225,No,Unfurnished,2016,17056850,17056850.0,0
P19244,Royal Enclave,Commercial Office,Available,6,1,4874,Yes,Semi-Furnished,2000,22946792,19504773.2,15
P19245,Silver Oak,Independent House,Sold,2,1,3236,No,Unfurnished,2012,31217692,28720276.64,8
P19246,Sky Heights,Independent House,Available,4,5,4153,No,Unfurnished,2022,47693052,44831468.88,6
P19247,Grand Palace,Independent House,Under Construction,2,1,1203,No,Furnished,2004,11667897,10734465.24,8
P19248,Green Residency,Villa,Under Construction,2,2,1177,No,Furnished,2000,11413369,9929631.03,13
P19249,Blue Horizon,Villa,Available,1,4,1823,Yes,Unfurnished,2016,20567086,19744402.56,4
P19250,Sunshine Towers,Commercial Office,Sold,3,2,3849,Yes,Furnished,2018,41777046,35928259.56,14
P19251,Blue Horizon,Commercial Office,Sold,4,5,843,Yes,Semi-Furnished,2023,8409768,8157474.96,3
P19252,Lake View,Shop,Sold,6,4,759,Yes,Furnished,2018,3258387,2834796.69,13
P19253,Sunshine Towers,Plot,Available,3,1,4306,Yes,Semi-Furnished,2019,49850562,47856539.52,4
P19254,River View,Independent House,Available,1,2,4498,No,Semi-Furnished,2006,28202460,24254115.6,14
P19255,Golden Avenue,Villa,Available,6,4,1853,No,Unfurnished,2004,11927761,11331372.95,5
P19256,Silver Oak,Plot,Sold,4,2,3768,Yes,Furnished,2022,16062984,16062984.0,0
P19257,Golden Avenue,Plot,Under Construction,6,1,4857,Yes,Unfurnished,2022,54743247,46531759.95,15
P19258,Emerald Residency,Plot,Available,4,5,2588,Yes,Furnished,2021,20973152,18246642.24,13
P19259,Lake View,Commercial Office,Available,2,2,654,No,Furnished,2003,3683982,3683982.0,0
P19260,Emerald Residency,Shop,Available,3,4,588,Yes,Unfurnished,2023,5097372,4740555.96,7
P19261,Green Residency,Villa,Sold,5,1,1320,No,Furnished,2008,9853800,9459648.0,4
P19262,River View,Villa,Under Construction,1,5,3667,No,Semi-Furnished,2019,31121829,28320864.39,9
P19263,Emerald Residency,Plot,Available,6,5,1628,No,Semi-Furnished,2006,11143660,10920786.8,2
P19264,Sky Heights,Plot,Available,6,3,2912,No,Furnished,2005,17504032,16978911.04,3
P19265,River View,Villa,Sold,4,5,4644,No,Semi-Furnished,2013,30761856,27070433.28,12
P19266,Grand Palace,Commercial Office,Sold,5,2,584,No,Unfurnished,2012,4586152,4173398.32,9
P19267,Grand Palace,Plot,Sold,6,4,3053,No,Unfurnished,2011,23453146,21811425.78,7
P19268,Elite Homes,Commercial Office,Under Construction,5,5,2892,Yes,Semi-Furnished,2019,32844444,30216888.48,8
P19269,Urban Nest,Shop,Available,4,4,3971,No,Furnished,2002,35925637,35925637.0,0
P19270,Palm Residency,Villa,Under Construction,4,2,3628,No,Furnished,2000,26963296,24266966.4,10
P19271,Emerald Residency,Shop,Available,6,4,2528,No,Furnished,2022,26045984,25525064.32,2
P19272,Lake View,Commercial Office,Sold,3,1,2422,Yes,Semi-Furnished,2021,20478010,19044549.3,7
P19273,Sky Heights,Independent House,Available,3,4,2083,No,Unfurnished,2022,17043106,16190950.7,5
P19274,River View,Plot,Under Construction,3,1,4128,Yes,Furnished,2001,41767104,36755051.52,12
P19275,River View,Villa,Under Construction,6,3,4695,Yes,Unfurnished,2006,30503415,26843005.2,12
P19276,Blue Horizon,Apartment,Available,5,3,2842,Yes,Unfurnished,2004,7241416,6155203.6,15
P19277,River View,Villa,Sold,5,4,2330,No,Unfurnished,2004,21102810,18992529.0,10
P19278,Emerald Residency,Apartment,Under Construction,4,5,4066,Yes,Semi-Furnished,2020,39200306,35672278.46,9
P19279,Palm Residency,Commercial Office,Available,1,5,2385,No,Unfurnished,2008,15783930,13574179.8,14
P19280,River View,Plot,Available,3,5,2051,No,Unfurnished,2017,10976952,10428104.4,5
P19281,City Square,Plot,Sold,1,5,2827,No,Semi-Furnished,2006,23297307,22132441.65,5
P19282,Golden Avenue,Villa,Sold,1,3,3368,Yes,Unfurnished,2007,21272288,20208673.6,5
P19283,Sunshine Towers,Independent House,Available,3,3,2354,No,Semi-Furnished,2023,22487762,22262884.38,1
P19284,Blue Horizon,Shop,Under Construction,1,1,4442,Yes,Furnished,2014,19540358,18758743.68,4
P19285,Emerald Residency,Independent House,Sold,4,2,3181,No,Unfurnished,2002,36358830,32722947.0,10
P19286,Sky Heights,Villa,Under Construction,6,1,4840,Yes,Unfurnished,2004,50907120,46325479.2,9
P19287,River View,Independent House,Sold,2,5,1053,No,Semi-Furnished,2003,6185322,5999762.34,3
P19288,River View,Apartment,Under Construction,6,4,2638,No,Unfurnished,2024,25691482,24920737.54,3
P19289,Urban Nest,Apartment,Sold,5,1,1471,No,Unfurnished,2010,5216166,5007519.36,4
P19290,Lake View,Commercial Office,Available,4,1,2358,Yes,Semi-Furnished,2018,14221098,13794465.06,3
P19291,Palm Residency,Commercial Office,Under Construction,4,2,1249,Yes,Furnished,2021,13766478,12252165.42,11
P19292,Sky Heights,Commercial Office,Under Construction,1,2,797,Yes,Furnished,2023,4911911,4666315.45,5
P19293,City Square,Villa,Sold,4,5,3422,No,Semi-Furnished,2013,33415830,33081671.7,1
P19294,Royal Enclave,Plot,Under Construction,4,3,4401,No,Unfurnished,2004,39010464,37059940.8,5
P19295,Elite Homes,Plot,Available,2,2,4510,Yes,Furnished,2011,11446380,10416205.8,9
P19296,Blue Horizon,Independent House,Under Construction,3,5,3961,Yes,Furnished,2023,24126451,20507483.35,15
P19297,Golden Avenue,Apartment,Under Construction,4,3,4384,Yes,Unfurnished,2021,35111456,29844737.6,15
P19298,Urban Nest,Plot,Available,5,1,4489,No,Unfurnished,2010,48310618,43479556.2,10
P19299,Lake View,Plot,Available,1,5,4131,No,Furnished,2012,43069806,41347013.76,4
P19300,Palm Residency,Commercial Office,Sold,4,1,3816,No,Semi-Furnished,2014,25170336,22401599.04,11
P19301,Golden Avenue,Independent House,Available,1,3,3205,Yes,Unfurnished,2018,38440770,33059062.2,14
P19302,Golden Avenue,Commercial Office,Available,1,5,851,Yes,Unfurnished,2001,5191951,4880433.94,6
P19303,Urban Nest,Commercial Office,Under Construction,6,1,4545,No,Furnished,2014,35955495,31640835.6,12
P19304,Urban Nest,Commercial Office,Under Construction,6,2,1702,Yes,Semi-Furnished,2002,18839438,17709071.72,6
P19305,Elite Homes,Commercial Office,Under Construction,3,2,2439,Yes,Semi-Furnished,2005,28965564,28965564.0,0
P19306,Emerald Residency,Independent House,Sold,3,5,1496,Yes,Furnished,2000,12499080,11874126.0,5
P19307,Sunshine Towers,Plot,Available,1,4,3643,Yes,Semi-Furnished,2018,30531983,29921343.34,2
P19308,Sunshine Towers,Villa,Available,4,4,1886,No,Unfurnished,2017,22296292,22073329.08,1
P19309,Palm Residency,Commercial Office,Sold,4,3,2451,Yes,Semi-Furnished,2004,28608072,25461184.08,11
P19310,Urban Nest,Plot,Sold,3,3,1924,No,Furnished,2003,10299172,9063271.36,12
P19311,Lake View,Shop,Under Construction,4,5,2265,Yes,Semi-Furnished,2013,22516365,19589237.55,13
P19312,Emerald Residency,Villa,Available,4,1,643,Yes,Semi-Furnished,2020,6595251,5737868.37,13
P19313,Emerald Residency,Plot,Sold,6,2,3286,No,Unfurnished,2008,31121706,28320752.46,9
P19314,Sky Heights,Villa,Sold,6,2,2910,No,Unfurnished,2024,29981730,28782460.8,4
P19315,Emerald Residency,Plot,Available,3,1,4254,No,Semi-Furnished,2016,37754250,32468655.0,14
P19316,Sky Heights,Independent House,Under Construction,5,2,2309,No,Furnished,2025,27661820,26555347.2,4
P19317,Golden Avenue,Villa,Under Construction,1,1,4546,Yes,Furnished,2022,26457720,24870256.8,6
P19318,City Square,Plot,Sold,5,3,2569,Yes,Unfurnished,2005,21651532,18836832.84,13
P19319,Elite Homes,Independent House,Sold,1,3,4025,No,Unfurnished,2016,31982650,27185252.5,15
P19320,Blue Horizon,Independent House,Available,3,5,3809,Yes,Unfurnished,2018,16306329,14023442.94,14
P19321,Green Residency,Independent House,Under Construction,1,5,2288,Yes,Furnished,2003,18649488,18090003.36,3
P19322,Golden Avenue,Independent House,Under Construction,4,3,2063,No,Furnished,2020,6197252,6073306.96,2
P19323,River View,Apartment,Under Construction,6,1,4026,No,Semi-Furnished,2006,23137422,22906047.78,1
P19324,Sky Heights,Apartment,Under Construction,3,4,1564,No,Furnished,2016,11761280,11173216.0,5
P19325,Palm Residency,Villa,Sold,6,1,4666,No,Semi-Furnished,2009,14268628,12128333.8,15
P19326,Sunshine Towers,Independent House,Available,6,2,2861,Yes,Furnished,2019,23963736,23963736.0,0
P19327,Green Residency,Plot,Available,5,2,4302,Yes,Unfurnished,2005,11073348,9633812.76,13
P19328,Green Residency,Shop,Under Construction,5,4,3557,No,Unfurnished,2021,35111147,29844474.95,15
P19329,Silver Oak,Independent House,Available,1,3,3041,Yes,Semi-Furnished,2005,27758248,25260005.68,9
P19330,River View,Shop,Under Construction,6,3,2949,No,Unfurnished,2022,11374293,10691835.42,6
P19331,Golden Avenue,Shop,Under Construction,3,3,1145,No,Unfurnished,2015,11212985,10428076.05,7
P19332,Palm Residency,Apartment,Available,5,4,535,No,Semi-Furnished,2010,3556680,3485546.4,2
P19333,Green Residency,Plot,Available,1,1,4256,Yes,Unfurnished,2003,14742784,13415933.44,9
P19334,Sunshine Towers,Independent House,Under Construction,6,2,1693,Yes,Semi-Furnished,2023,8608905,8350637.85,3
P19335,Palm Residency,Independent House,Under Construction,2,3,1930,Yes,Furnished,2001,9453140,8602357.4,9
P19336,Sky Heights,Plot,Under Construction,5,3,3767,Yes,Semi-Furnished,2008,20496247,19266472.18,6
P19337,Green Residency,Independent House,Sold,2,5,4384,Yes,Semi-Furnished,2014,28912480,26599481.6,8
P19338,Elite Homes,Plot,Sold,4,3,1595,Yes,Unfurnished,2002,9555645,8695636.95,9
P19339,Royal Enclave,Apartment,Available,2,1,1277,Yes,Furnished,2020,6001900,5161634.0,14
P19340,Silver Oak,Apartment,Under Construction,4,3,2492,Yes,Unfurnished,2002,14969444,14370666.24,4
P19341,Palm Residency,Villa,Under Construction,1,2,4073,Yes,Furnished,2024,20234664,19627624.08,3
P19342,Silver Oak,Independent House,Available,2,2,4754,Yes,Semi-Furnished,2005,17974874,17435627.78,3
P19343,Sunshine Towers,Plot,Under Construction,6,5,4323,Yes,Unfurnished,2005,18623484,16016196.24,14
P19344,Lake View,Independent House,Sold,1,2,1413,No,Unfurnished,2003,12458421,12209252.58,2
P19345,Royal Enclave,Independent House,Available,1,3,1934,Yes,Unfurnished,2024,7608356,7075771.08,7
P19346,Emerald Residency,Apartment,Available,4,3,4787,No,Furnished,2021,32412777,27550860.45,15
P19347,River View,Plot,Under Construction,3,4,529,Yes,Semi-Furnished,2022,2948646,2948646.0,0
P19348,Urban Nest,Commercial Office,Under Construction,4,1,804,Yes,Furnished,2020,7298712,7298712.0,0
P19349,Elite Homes,Shop,Sold,6,5,4154,No,Unfurnished,2018,17326334,16113490.62,7
P19350,Urban Nest,Apartment,Available,3,1,1031,No,Furnished,2001,9292403,8549010.76,8
P19351,Elite Homes,Independent House,Under Construction,4,1,806,No,Unfurnished,2004,7103278,7032245.22,1
P19352,Elite Homes,Shop,Under Construction,2,1,1163,Yes,Furnished,2002,7012890,5960956.5,15
P19353,City Square,Commercial Office,Under Construction,2,3,785,Yes,Semi-Furnished,2015,7411970,7263730.6,2
P19354,Lake View,Villa,Available,2,1,4713,Yes,Unfurnished,2016,45291930,39403979.1,13
P19355,River View,Independent House,Available,5,1,4702,Yes,Semi-Furnished,2018,22602514,22150463.72,2
P19356,Urban Nest,Plot,Available,4,5,1354,No,Unfurnished,2000,7769252,6992326.8,10
P19357,Silver Oak,Commercial Office,Under Construction,6,5,1620,No,Unfurnished,2009,18369180,15981186.6,13
P19358,Lake View,Shop,Sold,3,5,2868,Yes,Furnished,2020,24105540,21212875.2,12
P19359,Blue Horizon,Villa,Sold,5,5,1953,No,Furnished,2010,12423033,10683808.38,14
P19360,Emerald Residency,Villa,Sold,3,4,2017,Yes,Semi-Furnished,2019,5774671,5716924.29,1
