Property_ID,Swimming_Pool,Gym,Garden,Lift,Security,Power_Backup,Club_House,CCTV,Childrens_Play_Area
P12258,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12259,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
P12260,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12261,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12262,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12263,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12264,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12265,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12266,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12267,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12268,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12269,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12270,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12271,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12272,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12273,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12274,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12275,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12276,Yes,Yes,Yes,Yes,No,No,No,Yes,No
P12277,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12278,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12279,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12280,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12281,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12282,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12283,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12284,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12285,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12286,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12287,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12288,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12289,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12290,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12291,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12292,Yes,Yes,Yes,Yes,No,No,No,No,Yes
P12293,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12294,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12295,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
P12296,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12297,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P12298,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
P12299,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12300,No,Yes,No,Yes,No,Yes,No,Yes,No
P12301,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P12302,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12303,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
P12304,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
P12305,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12306,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12307,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P12308,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12309,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12310,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12311,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
P12312,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12313,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12314,No,Yes,No,No,Yes,Yes,Yes,Yes,No
P12315,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
P12316,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12317,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12318,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12319,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P12320,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P12321,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12322,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
P12323,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12324,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
P12325,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12326,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P12327,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12328,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12329,No,Yes,Yes,Yes,No,No,Yes,No,Yes
P12330,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12331,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12332,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12333,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12334,No,No,No,Yes,Yes,Yes,Yes,Yes,No
P12335,No,No,Yes,No,Yes,Yes,No,Yes,No
P12336,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12337,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12338,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12339,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
P12340,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12341,No,Yes,Yes,No,Yes,Yes,No,Yes,No
P12342,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12343,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12344,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12345,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12346,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12347,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12348,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12349,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12350,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12351,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12352,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12353,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P12354,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12355,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12356,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P12357,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12358,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12359,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12360,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12361,No,No,No,Yes,Yes,Yes,No,Yes,No
P12362,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12363,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
P12364,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12365,Yes,No,No,Yes,No,Yes,No,Yes,No
P12366,No,Yes,No,Yes,No,No,No,Yes,No
P12367,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12368,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
P12369,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12370,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12371,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P12372,No,No,No,Yes,Yes,No,Yes,Yes,Yes
P12373,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12374,Yes,Yes,Yes,Yes,Yes,No,No,No,No
P12375,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P12376,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12377,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
P12378,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12379,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12380,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12381,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12382,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12383,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12384,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12385,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12386,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
P12387,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12388,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12389,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12390,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12391,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12392,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12393,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
P12394,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12395,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12396,Yes,No,No,No,Yes,Yes,No,Yes,No
P12397,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12398,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12399,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
P12400,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12401,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P12402,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12403,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12404,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12405,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P12406,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12407,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12408,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12409,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12410,No,Yes,No,Yes,Yes,No,Yes,No,Yes
P12411,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12412,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12413,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12414,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12415,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12416,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12417,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12418,No,Yes,No,No,Yes,No,Yes,Yes,No
P12419,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12420,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
P12421,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12422,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12423,Yes,Yes,No,Yes,Yes,No,No,No,No
P12424,Yes,No,Yes,No,No,Yes,No,Yes,No
P12425,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
P12426,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12427,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12428,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12429,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12430,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12431,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12432,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12433,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12434,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12435,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12436,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12437,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12438,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
P12439,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12440,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12441,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12442,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12443,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
P12444,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12445,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
P12446,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12447,Yes,No,No,Yes,Yes,Yes,No,Yes,No
P12448,No,Yes,No,No,Yes,Yes,Yes,Yes,No
P12449,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12450,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12451,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12452,No,Yes,No,No,Yes,Yes,Yes,Yes,No
P12453,No,No,Yes,No,Yes,Yes,No,No,Yes
P12454,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12455,No,Yes,No,Yes,Yes,Yes,No,No,Yes
P12456,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12457,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12458,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12459,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12460,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P12461,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12462,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12463,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12464,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12465,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
P12466,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12467,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12468,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P12469,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12470,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
P12471,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P12472,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12473,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12474,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12475,No,No,Yes,Yes,Yes,No,No,Yes,Yes
P12476,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12477,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P12478,No,No,Yes,No,No,Yes,Yes,No,No
P12479,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12480,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12481,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12482,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12483,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
P12484,No,Yes,No,No,Yes,Yes,No,Yes,No
P12485,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12486,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
P12487,No,No,Yes,Yes,No,Yes,No,Yes,Yes
P12488,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P12489,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P12490,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12491,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12492,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
P12493,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12494,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12495,Yes,No,No,Yes,Yes,Yes,No,No,Yes
P12496,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12497,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12498,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12499,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
P12500,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12501,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12502,No,Yes,Yes,No,Yes,No,No,Yes,No
P12503,No,Yes,No,Yes,No,No,No,Yes,Yes
P12504,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12505,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12506,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12507,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P12508,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12509,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12510,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
P12511,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12512,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P12513,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12514,No,No,No,No,Yes,Yes,No,Yes,Yes
P12515,Yes,No,No,Yes,Yes,No,No,Yes,Yes
P12516,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12517,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12518,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
P12519,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12520,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
P12521,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12522,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12523,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12524,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12525,Yes,Yes,No,Yes,No,Yes,Yes,No,No
P12526,Yes,Yes,Yes,Yes,Yes,No,No,No,No
P12527,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
P12528,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12529,Yes,Yes,No,Yes,Yes,No,No,Yes,No
P12530,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12531,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12532,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12533,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12534,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12535,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12536,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12537,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12538,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12539,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12540,No,Yes,No,Yes,Yes,Yes,No,No,Yes
P12541,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12542,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12543,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12544,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12545,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12546,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12547,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12548,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
P12549,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12550,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P12551,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12552,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12553,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
P12554,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12555,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12556,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
P12557,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12558,No,Yes,No,No,Yes,Yes,Yes,Yes,No
P12559,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12560,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
P12561,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12562,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
P12563,Yes,No,Yes,Yes,No,No,No,Yes,Yes
P12564,No,No,No,Yes,Yes,Yes,No,Yes,No
P12565,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12566,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12567,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12568,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12569,No,No,Yes,Yes,Yes,No,No,No,Yes
P12570,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12571,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12572,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12573,No,No,Yes,No,Yes,Yes,No,No,Yes
P12574,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P12575,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12576,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12577,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12578,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12579,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12580,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12581,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12582,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12583,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12584,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12585,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12586,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
P12587,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12588,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12589,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12590,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12591,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12592,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12593,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12594,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
P12595,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12596,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12597,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12598,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12599,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12600,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12601,No,Yes,No,No,Yes,Yes,Yes,Yes,No
P12602,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12603,Yes,Yes,No,Yes,Yes,No,No,No,Yes
P12604,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12605,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12606,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12607,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12608,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12609,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12610,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12611,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12612,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
P12613,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12614,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
P12615,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12616,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12617,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12618,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
P12619,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12620,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12621,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12622,No,Yes,No,Yes,Yes,No,No,Yes,No
P12623,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
P12624,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12625,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12626,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P12627,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12628,Yes,No,No,Yes,Yes,Yes,No,Yes,No
P12629,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12630,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12631,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P12632,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12633,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12634,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12635,No,Yes,Yes,Yes,Yes,No,Yes,No,No
P12636,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
P12637,No,No,No,Yes,Yes,Yes,No,Yes,No
P12638,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P12639,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12640,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P12641,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12642,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12643,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12644,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12645,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12646,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12647,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12648,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
