Property_ID,City,State,Locality,Zip_Code,Latitude,Longitude
P18917,Noida,Uttar Pradesh,Sector 18,499931,28.567323,73.586953
P18918,Hyderabad,Telangana,Gachibowli,786352,15.055682,85.798449
P18919,Indore,Madhya Pradesh,Central Area,105260,26.62343,89.39578
P18920,Patna,Bihar,Bailey Road,337900,10.451468,79.687254
P18921,Mysuru,Karnataka,Central Area,578349,24.449741,71.839581
P18922,Hyderabad,Telangana,Kukatpally,378168,8.864653,93.387289
P18923,Lucknow,Uttar Pradesh,Aliganj,270159,33.052887,74.353758
P18924,Bhopal,Madhya Pradesh,Central Area,925646,19.583758,92.895226
P18925,Ahmedabad,Gujarat,Navrangpura,993092,16.957074,96.300344
P18926,Pune,Maharashtra,Baner,366894,17.163147,92.972564
P18927,Pune,Maharashtra,Hinjewadi,551780,16.204243,86.516221
P18928,Chandigarh,Chandigarh,Central Area,683139,12.406391,91.662545
P18929,Delhi,Delhi,Rohini,801726,16.394431,91.439781
P18930,Surat,Gujarat,Central Area,513343,25.830716,72.795781
P18931,Ranchi,Jharkhand,Morabadi,956299,25.386296,92.567459
P18932,Vadodara,Gujarat,Central Area,857779,30.939696,82.105225
P18933,Bhopal,Madhya Pradesh,Central Area,276091,12.339114,82.765968
P18934,Lucknow,Uttar Pradesh,Gomti Nagar,885606,33.734685,76.291612
P18935,Chennai,Tamil Nadu,OMR,712372,30.993295,94.822794
P18936,Surat,Gujarat,Central Area,943190,18.157537,90.0095
P18937,Kochi,Kerala,Kakkanad,822586,9.400857,78.241863
P18938,Delhi,Delhi,Saket,423294,29.294301,83.388036
P18939,Chandigarh,Chandigarh,Central Area,686742,21.443469,86.346916
P18940,Delhi,Delhi,Rohini,895875,26.787605,80.230924
P18941,Kochi,Kerala,Edappally,383223,32.758502,72.998816
P18942,Mumbai,Maharashtra,Andheri,356936,19.582483,81.537403
P18943,Kochi,Kerala,Edappally,459556,21.876905,95.183737
P18944,Udaipur,Rajasthan,Central Area,471146,17.925331,85.837847
P18945,Jaipur,Rajasthan,Vaishali Nagar,678574,13.115348,88.367853
P18946,Nagpur,Maharashtra,Central Area,115112,28.956123,76.403243
P18947,Udaipur,Rajasthan,Central Area,491876,16.458947,94.681987
P18948,Vadodara,Gujarat,Central Area,935112,17.261904,88.061551
P18949,Udaipur,Rajasthan,Central Area,603761,30.068575,85.61029
P18950,Bhubaneswar,Odisha,Patia,150895,33.171856,80.851948
P18951,Ahmedabad,Gujarat,Satellite,147718,31.231279,93.620492
P18952,Mysuru,Karnataka,Central Area,419790,33.051287,85.394606
P18953,Coimbatore,Tamil Nadu,Central Area,206841,32.339974,96.534606
P18954,Thiruvananthapuram,Kerala,Central Area,809903,23.064214,95.213886
P18955,Warangal,Telangana,Central Area,577293,14.995894,94.601493
P18956,Coimbatore,Tamil Nadu,Central Area,510889,12.311263,81.028385
P18957,Lucknow,Uttar Pradesh,Hazratganj,898113,25.185757,83.38712
P18958,Bengaluru,Karnataka,Indiranagar,336924,13.649938,94.607155
P18959,Nagpur,Maharashtra,Central Area,592978,8.221608,71.603406
P18960,Bhopal,Madhya Pradesh,Central Area,350326,9.452341,88.633407
P18961,Chennai,Tamil Nadu,Anna Nagar,305880,8.157755,72.467303
P18962,Nagpur,Maharashtra,Central Area,313032,31.751689,78.306651
P18963,Delhi,Delhi,Saket,710952,11.538805,90.913401
P18964,Bhopal,Madhya Pradesh,Central Area,558663,20.585486,76.765335
P18965,Vadodara,Gujarat,Central Area,688771,10.518232,92.958239
P18966,Cuttack,Odisha,Central Area,140957,19.745154,96.57009
P18967,Pune,Maharashtra,Baner,132838,19.598828,87.78931
P18968,Ghaziabad,Uttar Pradesh,Central Area,429519,26.858934,75.388695
P18969,Chennai,Tamil Nadu,Anna Nagar,722285,33.394568,90.909093
P18970,Hyderabad,Telangana,Kukatpally,978650,18.045347,85.614024
P18971,Bengaluru,Karnataka,Indiranagar,348409,31.587479,87.385973
P18972,Warangal,Telangana,Central Area,592741,21.531837,86.438431
P18973,Kochi,Kerala,Marine Drive,464745,29.812787,93.985167
P18974,Surat,Gujarat,Central Area,619832,12.262597,82.111161
P18975,Pune,Maharashtra,Wakad,155589,19.269256,83.655781
P18976,Kolkata,West Bengal,New Town,997030,33.377051,96.450413
P18977,Patna,Bihar,Boring Road,155728,10.619754,81.96552
P18978,Bhubaneswar,Odisha,Khandagiri,434988,34.143796,85.127248
P18979,Jaipur,Rajasthan,Mansarovar,308296,23.223579,68.685241
P18980,Chennai,Tamil Nadu,OMR,995348,27.996644,86.293334
P18981,Ghaziabad,Uttar Pradesh,Central Area,162721,20.755945,73.283388
P18982,Hyderabad,Telangana,Gachibowli,206630,10.694296,88.239638
P18983,Ahmedabad,Gujarat,SG Highway,671121,22.179142,76.212463
P18984,Surat,Gujarat,Central Area,526321,9.278827,82.138336
P18985,Nagpur,Maharashtra,Central Area,682027,13.141315,68.435165
P18986,Kolkata,West Bengal,Salt Lake,223503,14.674478,71.023085
P18987,Thiruvananthapuram,Kerala,Central Area,947881,12.57461,78.999632
P18988,Mysuru,Karnataka,Central Area,400832,34.071343,72.299382
P18989,Thiruvananthapuram,Kerala,Central Area,116768,25.176046,76.088682
P18990,Howrah,West Bengal,Central Area,981490,30.195599,79.199145
P18991,Hyderabad,Telangana,Gachibowli,522695,25.011526,79.637999
P18992,Lucknow,Uttar Pradesh,Aliganj,690956,22.982749,74.017746
P18993,Bhopal,Madhya Pradesh,Central Area,710117,19.626213,78.783832
P18994,Patna,Bihar,Bailey Road,447813,23.935688,84.249777
P18995,Warangal,Telangana,Central Area,905862,18.669135,93.610268
P18996,Mysuru,Karnataka,Central Area,320462,17.311807,75.830367
P18997,Noida,Uttar Pradesh,Sector 62,625545,33.262557,81.684999
P18998,Bhopal,Madhya Pradesh,Central Area,658788,18.189279,73.95903
P18999,Coimbatore,Tamil Nadu,Central Area,860731,27.23262,72.101818
P19000,Kolkata,West Bengal,Park Street,185267,25.429433,87.068549
P19001,Thiruvananthapuram,Kerala,Central Area,986782,27.287159,94.392628
P19002,Noida,Uttar Pradesh,Sector 62,335209,33.021305,81.597783
P19003,Bhubaneswar,Odisha,Patia,399359,25.661395,74.609796
P19004,Mysuru,Karnataka,Central Area,315359,25.352449,81.6609
P19005,Hyderabad,Telangana,Gachibowli,926044,34.331905,95.344354
P19006,Bhubaneswar,Odisha,Patia,520897,15.07093,91.591452
P19007,Thiruvananthapuram,Kerala,Central Area,431601,15.029479,84.382304
P19008,Lucknow,Uttar Pradesh,Hazratganj,949434,27.716502,76.536993
P19009,Thiruvananthapuram,Kerala,Central Area,315728,34.360315,78.280917
P19010,Kolkata,West Bengal,Salt Lake,200348,11.782671,74.809524
P19011,Ranchi,Jharkhand,Morabadi,257682,29.51736,90.740485
P19012,Noida,Uttar Pradesh,Sector 62,863936,8.441479,82.743242
P19013,Indore,Madhya Pradesh,Central Area,121720,24.952182,71.978411
P19014,Surat,Gujarat,Central Area,270864,14.96163,76.539939
P19015,Ranchi,Jharkhand,Morabadi,751080,10.256385,80.846736
P19016,Bhubaneswar,Odisha,Saheed Nagar,378270,9.721893,82.223327
P19017,Hyderabad,Telangana,Gachibowli,899253,13.288599,95.627807
P19018,Ghaziabad,Uttar Pradesh,Central Area,965114,29.797609,85.116682
P19019,Udaipur,Rajasthan,Central Area,207873,21.222649,87.170108
P19020,Hyderabad,Telangana,Kukatpally,885967,11.943681,95.074111
P19021,Patna,Bihar,Boring Road,557164,31.258031,83.339433
P19022,Ranchi,Jharkhand,Morabadi,899148,17.704089,93.564306
P19023,Jaipur,Rajasthan,Malviya Nagar,737779,23.936427,81.90976
P19024,Pune,Maharashtra,Baner,379826,8.651205,75.566167
P19025,Chandigarh,Chandigarh,Central Area,789792,34.551603,90.266174
P19026,Vadodara,Gujarat,Central Area,809190,22.461386,71.258781
P19027,Jamshedpur,Jharkhand,Central Area,570618,23.574465,75.714089
P19028,Bengaluru,Karnataka,HSR Layout,902122,33.52122,78.062771
P19029,Cuttack,Odisha,Central Area,233813,17.753767,91.947029
P19030,Warangal,Telangana,Central Area,310478,26.234043,73.780961
P19031,Bengaluru,Karnataka,Electronic City,274555,18.36257,76.58293
P19032,Patna,Bihar,Bailey Road,260120,16.244168,91.338739
P19033,Udaipur,Rajasthan,Central Area,649492,33.634411,86.373025
P19034,Cuttack,Odisha,Central Area,317135,16.505185,84.432102
P19035,Jamshedpur,Jharkhand,Central Area,794510,9.461517,91.602179
P19036,Jaipur,Rajasthan,Malviya Nagar,903534,27.656844,84.729179
P19037,Ahmedabad,Gujarat,Satellite,439076,8.596359,73.814101
P19038,Lucknow,Uttar Pradesh,Hazratganj,522194,10.361746,82.531083
P19039,Hyderabad,Telangana,Madhapur,770350,17.455277,85.727637
P19040,Patna,Bihar,Kankarbagh,413686,17.787884,94.340044
P19041,Nagpur,Maharashtra,Central Area,398912,12.914797,79.989481
P19042,Warangal,Telangana,Central Area,954646,12.473764,86.542075
P19043,Chandigarh,Chandigarh,Central Area,932907,34.803358,77.42404
P19044,Mysuru,Karnataka,Central Area,994902,14.194397,91.31822
P19045,Patna,Bihar,Bailey Road,599154,23.965423,79.552439
P19046,Ahmedabad,Gujarat,Navrangpura,859781,29.675589,93.50447
P19047,Chandigarh,Chandigarh,Central Area,509010,21.621029,84.379445
P19048,Ahmedabad,Gujarat,Navrangpura,983820,8.745186,77.21294
P19049,Howrah,West Bengal,Central Area,848266,23.8396,84.517937
P19050,Kolkata,West Bengal,Salt Lake,300543,26.099823,93.532153
P19051,Jaipur,Rajasthan,Malviya Nagar,540595,16.642707,77.308265
P19052,Surat,Gujarat,Central Area,440026,27.719259,95.501367
P19053,Chandigarh,Chandigarh,Central Area,589342,9.554882,76.085188
P19054,Jamshedpur,Jharkhand,Central Area,337530,22.631663,94.064508
P19055,Pune,Maharashtra,Baner,502476,10.544006,76.185788
P19056,Ranchi,Jharkhand,Morabadi,278823,21.041687,69.098544
P19057,Bhubaneswar,Odisha,Patia,842915,8.161043,81.807858
P19058,Lucknow,Uttar Pradesh,Gomti Nagar,728261,14.842235,74.903871
P19059,Ranchi,Jharkhand,Harmu,259926,23.360067,81.768195
P19060,Kochi,Kerala,Edappally,702491,24.46781,69.297945
P19061,Ghaziabad,Uttar Pradesh,Central Area,691722,24.857784,73.147164
P19062,Jaipur,Rajasthan,Mansarovar,799093,23.57987,89.803249
P19063,Mysuru,Karnataka,Central Area,985376,17.226167,83.46619
P19064,Pune,Maharashtra,Kothrud,795468,31.371416,96.385261
P19065,Delhi,Delhi,Karol Bagh,898311,15.54191,78.007124
P19066,Kolkata,West Bengal,New Town,978417,21.352455,79.978979
P19067,Coimbatore,Tamil Nadu,Central Area,953647,12.514371,78.570054
P19068,Coimbatore,Tamil Nadu,Central Area,586495,27.38682,84.138643
P19069,Noida,Uttar Pradesh,Sector 137,759256,8.607995,84.063027
P19070,Patna,Bihar,Bailey Road,960456,23.812763,92.455125
P19071,Noida,Uttar Pradesh,Sector 62,510575,31.070648,83.875755
P19072,Chennai,Tamil Nadu,Anna Nagar,667720,12.675136,71.294756
P19073,Thiruvananthapuram,Kerala,Central Area,260562,12.077375,71.722337
P19074,Noida,Uttar Pradesh,Sector 137,101150,23.176861,91.793858
P19075,Indore,Madhya Pradesh,Central Area,121857,15.616922,72.509463
P19076,Chennai,Tamil Nadu,Anna Nagar,930994,9.407322,71.690056
P19077,Jamshedpur,Jharkhand,Central Area,984758,30.784659,72.606737
P19078,Mumbai,Maharashtra,Bandra,367456,8.517321,78.918065
P19079,Lucknow,Uttar Pradesh,Aliganj,804616,27.191738,95.186341
P19080,Cuttack,Odisha,Central Area,440688,34.187448,96.738133
P19081,Ghaziabad,Uttar Pradesh,Central Area,360695,8.48026,69.762824
P19082,Nagpur,Maharashtra,Central Area,614585,21.998691,79.690188
P19083,Mysuru,Karnataka,Central Area,370436,23.624711,92.384964
P19084,Vadodara,Gujarat,Central Area,735728,21.59345,85.681666
P19085,Bengaluru,Karnataka,Electronic City,324338,20.463218,92.344446
P19086,Mumbai,Maharashtra,Powai,521366,20.335959,76.543651
P19087,Vadodara,Gujarat,Central Area,778971,20.908988,68.119771
P19088,Surat,Gujarat,Central Area,471507,21.763946,88.763485
P19089,Coimbatore,Tamil Nadu,Central Area,821936,25.478865,84.107003
P19090,Pune,Maharashtra,Baner,638736,17.247633,71.025738
P19091,Howrah,West Bengal,Central Area,573032,8.636276,93.804774
P19092,Ghaziabad,Uttar Pradesh,Central Area,946893,19.328463,73.662174
P19093,Patna,Bihar,Boring Road,195787,31.626397,90.732574
P19094,Jamshedpur,Jharkhand,Central Area,115411,31.579088,92.580288
P19095,Jaipur,Rajasthan,Vaishali Nagar,591592,22.187814,82.942269
P19096,Mumbai,Maharashtra,Bandra,383199,10.461448,79.756529
P19097,Udaipur,Rajasthan,Central Area,778314,16.975125,81.286644
P19098,Noida,Uttar Pradesh,Sector 137,123960,33.901065,72.590518
P19099,Surat,Gujarat,Central Area,625157,29.251548,82.621502
P19100,Ghaziabad,Uttar Pradesh,Central Area,355569,29.113028,83.142196
P19101,Howrah,West Bengal,Central Area,720824,8.489488,80.112762
P19102,Vadodara,Gujarat,Central Area,665242,23.093518,85.747676
P19103,Hyderabad,Telangana,Gachibowli,127002,17.048233,78.532557
P19104,Lucknow,Uttar Pradesh,Hazratganj,110171,30.785473,81.18173
P19105,Mysuru,Karnataka,Central Area,705132,23.131915,80.224457
P19106,Noida,Uttar Pradesh,Sector 62,180173,22.287269,91.493102
P19107,Nagpur,Maharashtra,Central Area,291986,30.787253,92.884878
P19108,Jamshedpur,Jharkhand,Central Area,199384,30.282238,72.220165
P19109,Thiruvananthapuram,Kerala,Central Area,154154,21.563644,76.291702
P19110,Pune,Maharashtra,Kothrud,599602,12.746491,85.537827
P19111,Thiruvananthapuram,Kerala,Central Area,995280,11.918247,78.750333
P19112,Hyderabad,Telangana,Gachibowli,849864,31.583874,96.786044
P19113,Chennai,Tamil Nadu,Anna Nagar,152978,33.288375,79.321788
P19114,Bengaluru,Karnataka,Indiranagar,962639,22.493663,83.75675
P19115,Ghaziabad,Uttar Pradesh,Central Area,560010,27.88764,72.315229
P19116,Cuttack,Odisha,Central Area,399193,28.719558,78.739157
P19117,Bhubaneswar,Odisha,Khandagiri,530134,28.872628,79.583516
P19118,Udaipur,Rajasthan,Central Area,566501,31.381696,72.220128
P19119,Cuttack,Odisha,Central Area,289158,25.268578,69.284983
P19120,Ahmedabad,Gujarat,Navrangpura,407942,30.756207,71.394417
P19121,Kochi,Kerala,Edappally,517706,28.578852,78.026295
P19122,Cuttack,Odisha,Central Area,812010,23.806232,72.468297
P19123,Mumbai,Maharashtra,Bandra,263062,16.301957,90.343031
P19124,Cuttack,Odisha,Central Area,535218,22.384755,69.493134
P19125,Chennai,Tamil Nadu,Velachery,873618,10.634411,83.7966
P19126,Bhopal,Madhya Pradesh,Central Area,394481,24.164952,96.283638
P19127,Ranchi,Jharkhand,Lalpur,107191,27.505046,85.032642
P19128,Indore,Madhya Pradesh,Central Area,348331,11.489515,89.891458
P19129,Cuttack,Odisha,Central Area,892297,25.470684,88.524055
P19130,Mumbai,Maharashtra,Powai,518467,13.859786,87.821462
P19131,Noida,Uttar Pradesh,Sector 62,673165,14.434767,81.620686
P19132,Surat,Gujarat,Central Area,566397,33.389998,94.028365
P19133,Mumbai,Maharashtra,Andheri,378046,13.371694,83.501091
P19134,Ghaziabad,Uttar Pradesh,Central Area,147679,8.004464,93.824577
P19135,Coimbatore,Tamil Nadu,Central Area,637951,11.197469,81.490897
P19136,Bhopal,Madhya Pradesh,Central Area,908972,16.514122,79.989799
P19137,Pune,Maharashtra,Wakad,253665,22.133927,91.982572
P19138,Kolkata,West Bengal,Park Street,922421,8.713481,89.989728
P19139,Ranchi,Jharkhand,Lalpur,549561,18.786198,78.410401
P19140,Delhi,Delhi,Rohini,781531,8.446816,75.847621
P19141,Chandigarh,Chandigarh,Central Area,251024,30.780449,83.76597
P19142,Cuttack,Odisha,Central Area,775783,30.745168,81.318901
P19143,Bhopal,Madhya Pradesh,Central Area,678757,17.347531,95.637651
P19144,Jaipur,Rajasthan,Mansarovar,364048,13.446706,93.014228
P19145,Patna,Bihar,Kankarbagh,477673,23.178751,73.721549
P19146,Vadodara,Gujarat,Central Area,533622,14.109585,87.648056
P19147,Cuttack,Odisha,Central Area,599165,9.430404,96.432374
P19148,Pune,Maharashtra,Kothrud,889469,34.28056,79.878074
P19149,Noida,Uttar Pradesh,Sector 137,923783,23.097678,93.715216
P19150,Warangal,Telangana,Central Area,737374,25.173328,69.789443
P19151,Ahmedabad,Gujarat,SG Highway,228618,26.630406,96.221173
P19152,Ahmedabad,Gujarat,Satellite,432172,10.355105,93.636678
P19153,Howrah,West Bengal,Central Area,946077,33.995983,95.555999
P19154,Udaipur,Rajasthan,Central Area,164472,22.335657,70.087395
P19155,Delhi,Delhi,Saket,201086,34.332972,85.663385
P19156,Noida,Uttar Pradesh,Sector 18,754764,30.006304,85.680706
P19157,Howrah,West Bengal,Central Area,694110,12.836032,94.231248
P19158,Patna,Bihar,Kankarbagh,991160,21.164804,91.974407
P19159,Udaipur,Rajasthan,Central Area,862013,31.174196,74.593218
P19160,Patna,Bihar,Kankarbagh,102078,20.793997,91.560794
P19161,Hyderabad,Telangana,Gachibowli,848024,34.170221,81.490959
P19162,Surat,Gujarat,Central Area,330115,15.619264,93.422932
P19163,Surat,Gujarat,Central Area,189917,9.296046,88.342329
P19164,Bhubaneswar,Odisha,Khandagiri,561441,14.991523,81.270348
P19165,Coimbatore,Tamil Nadu,Central Area,350469,12.120431,91.413691
P19166,Ghaziabad,Uttar Pradesh,Central Area,892794,8.860009,75.481838
P19167,Noida,Uttar Pradesh,Sector 62,808731,19.075376,73.327519
P19168,Cuttack,Odisha,Central Area,276571,18.990146,88.625321
P19169,Jaipur,Rajasthan,Mansarovar,805109,14.520971,79.529678
P19170,Patna,Bihar,Bailey Road,436586,8.920756,81.485059
P19171,Patna,Bihar,Boring Road,879052,10.435213,73.301998
P19172,Coimbatore,Tamil Nadu,Central Area,433508,23.516853,95.359957
P19173,Hyderabad,Telangana,Kukatpally,174422,14.42086,89.15734
P19174,Jaipur,Rajasthan,Vaishali Nagar,570045,13.216177,83.476014
P19175,Ghaziabad,Uttar Pradesh,Central Area,547021,9.29838,88.950301
P19176,Delhi,Delhi,Saket,375739,32.060569,85.188585
P19177,Ahmedabad,Gujarat,Satellite,709126,32.903415,87.686101
P19178,Coimbatore,Tamil Nadu,Central Area,176993,11.431503,76.226458
P19179,Noida,Uttar Pradesh,Sector 62,171869,8.491373,88.730374
P19180,Chandigarh,Chandigarh,Central Area,996099,16.262258,90.418378
P19181,Ghaziabad,Uttar Pradesh,Central Area,210004,31.423419,69.849281
P19182,Nagpur,Maharashtra,Central Area,382862,27.237676,88.370264
P19183,Mysuru,Karnataka,Central Area,640869,11.758914,94.466049
P19184,Howrah,West Bengal,Central Area,996236,25.729284,77.813114
P19185,Kolkata,West Bengal,New Town,925548,11.259985,69.898182
P19186,Noida,Uttar Pradesh,Sector 62,241042,16.485084,87.669279
P19187,Noida,Uttar Pradesh,Sector 62,733056,21.826116,80.607183
P19188,Surat,Gujarat,Central Area,932176,25.483436,91.741991
P19189,Ahmedabad,Gujarat,SG Highway,584554,11.563334,96.508513
P19190,Hyderabad,Telangana,Kukatpally,995394,18.494828,68.34292
P19191,Kolkata,West Bengal,Park Street,636792,11.76772,72.787529
P19192,Howrah,West Bengal,Central Area,244629,13.219058,71.410061
P19193,Lucknow,Uttar Pradesh,Gomti Nagar,932784,27.109715,73.601128
P19194,Jaipur,Rajasthan,Vaishali Nagar,990470,14.46832,85.446782
P19195,Vadodara,Gujarat,Central Area,432298,33.90387,83.656266
P19196,Nagpur,Maharashtra,Central Area,232034,16.402174,89.528936
P19197,Lucknow,Uttar Pradesh,Aliganj,916041,20.989693,90.63108
P19198,Bhubaneswar,Odisha,Saheed Nagar,143224,33.685278,79.737472
P19199,Warangal,Telangana,Central Area,683375,23.715793,82.860107
P19200,Jaipur,Rajasthan,Mansarovar,112356,32.491829,68.81998
P19201,Coimbatore,Tamil Nadu,Central Area,745878,11.165971,87.979352
P19202,Ranchi,Jharkhand,Lalpur,321305,30.411941,93.961396
P19203,Pune,Maharashtra,Baner,980763,26.204365,82.564006
P19204,Jamshedpur,Jharkhand,Central Area,550450,25.063756,69.636888
P19205,Jamshedpur,Jharkhand,Central Area,196558,17.736064,92.584928
P19206,Ranchi,Jharkhand,Morabadi,479568,14.123518,78.528173
P19207,Hyderabad,Telangana,Madhapur,405438,17.298178,87.550143
P19208,Coimbatore,Tamil Nadu,Central Area,394217,25.911989,75.865714
P19209,Cuttack,Odisha,Central Area,323922,24.656127,84.785938
P19210,Jamshedpur,Jharkhand,Central Area,131424,8.531554,76.762767
P19211,Delhi,Delhi,Saket,284582,25.176967,73.858332
P19212,Ranchi,Jharkhand,Morabadi,601064,30.38865,90.872011
P19213,Surat,Gujarat,Central Area,714164,28.672815,68.047888
P19214,Kolkata,West Bengal,Park Street,115789,28.669918,92.000221
P19215,Delhi,Delhi,Dwarka,640800,20.592571,93.360689
P19216,Jamshedpur,Jharkhand,Central Area,395937,10.836914,93.175093
P19217,Vadodara,Gujarat,Central Area,440996,13.309064,89.296634
P19218,Delhi,Delhi,Dwarka,584364,17.678861,82.764053
P19219,Indore,Madhya Pradesh,Central Area,787673,23.449252,90.0441
P19220,Patna,Bihar,Bailey Road,988057,11.180498,77.861886
P19221,Indore,Madhya Pradesh,Central Area,508589,13.639708,76.161271
P19222,Chennai,Tamil Nadu,Velachery,990812,14.919143,90.141447
P19223,Coimbatore,Tamil Nadu,Central Area,364420,25.772615,71.116554
P19224,Mysuru,Karnataka,Central Area,294097,24.413467,89.931079
P19225,Mysuru,Karnataka,Central Area,678784,26.316002,89.345406
P19226,Pune,Maharashtra,Wakad,862922,23.395432,77.664342
P19227,Bhopal,Madhya Pradesh,Central Area,112079,19.586125,90.070758
P19228,Howrah,West Bengal,Central Area,483591,29.31591,88.250882
P19229,Mysuru,Karnataka,Central Area,997801,18.422078,94.493664
P19230,Cuttack,Odisha,Central Area,981426,14.666624,83.288181
P19231,Ghaziabad,Uttar Pradesh,Central Area,375817,33.989676,95.441517
P19232,Kolkata,West Bengal,Salt Lake,560505,25.896205,72.915226
P19233,Coimbatore,Tamil Nadu,Central Area,947521,19.089952,82.384448
P19234,Warangal,Telangana,Central Area,844830,10.452182,73.34596
P19235,Patna,Bihar,Boring Road,187956,27.48113,84.347485
P19236,Kochi,Kerala,Kakkanad,163365,8.953775,83.376722
P19237,Mumbai,Maharashtra,Bandra,164681,34.772597,70.82348
P19238,Hyderabad,Telangana,Madhapur,520370,34.52231,71.453114
P19239,Patna,Bihar,Bailey Road,940022,23.477557,95.062808
P19240,Bhubaneswar,Odisha,Patia,666762,16.254777,78.408385
P19241,Lucknow,Uttar Pradesh,Gomti Nagar,592023,21.561428,94.765901
P19242,Vadodara,Gujarat,Central Area,608166,16.373082,92.863437
P19243,Warangal,Telangana,Central Area,264780,15.425483,70.007646
P19244,Patna,Bihar,Bailey Road,706205,22.997123,68.179065
P19245,Chandigarh,Chandigarh,Central Area,920323,24.317037,69.276218
P19246,Coimbatore,Tamil Nadu,Central Area,195453,30.881028,74.840828
P19247,Warangal,Telangana,Central Area,395902,31.459379,84.763416
P19248,Kochi,Kerala,Edappally,474602,8.053519,77.163156
P19249,Noida,Uttar Pradesh,Sector 18,972534,33.742806,72.273072
P19250,Mysuru,Karnataka,Central Area,638363,18.383822,90.380345
P19251,Warangal,Telangana,Central Area,277804,32.050293,92.520782
P19252,Cuttack,Odisha,Central Area,400922,16.677837,68.703632
P19253,Lucknow,Uttar Pradesh,Aliganj,500975,32.276665,77.117883
P19254,Delhi,Delhi,Karol Bagh,863518,8.622132,90.181008
P19255,Bengaluru,Karnataka,Whitefield,971206,24.432692,87.987937
P19256,Kochi,Kerala,Marine Drive,706268,14.151949,78.408013
P19257,Bhubaneswar,Odisha,Khandagiri,839275,20.587441,93.159583
P19258,Coimbatore,Tamil Nadu,Central Area,443145,13.198188,74.581403
P19259,Bhubaneswar,Odisha,Patia,159024,13.490688,74.060282
P19260,Coimbatore,Tamil Nadu,Central Area,923719,18.96909,68.17724
P19261,Ahmedabad,Gujarat,Satellite,275191,17.423749,72.818157
P19262,Chennai,Tamil Nadu,Anna Nagar,532578,17.722534,83.683241
P19263,Howrah,West Bengal,Central Area,874026,26.548814,73.955912
P19264,Indore,Madhya Pradesh,Central Area,163413,21.733077,71.850433
P19265,Bhubaneswar,Odisha,Saheed Nagar,369721,20.449051,76.222261
P19266,Ranchi,Jharkhand,Lalpur,310334,21.631066,85.159092
P19267,Noida,Uttar Pradesh,Sector 137,995144,9.419117,68.067619
P19268,Jaipur,Rajasthan,Mansarovar,146060,18.757504,74.181323
P19269,Kochi,Kerala,Edappally,145857,33.710922,91.735834
P19270,Lucknow,Uttar Pradesh,Gomti Nagar,627198,18.759602,90.593383
P19271,Chennai,Tamil Nadu,Anna Nagar,412408,31.678817,72.583192
P19272,Noida,Uttar Pradesh,Sector 62,142078,30.210888,96.911065
P19273,Delhi,Delhi,Dwarka,855260,15.703664,70.411268
P19274,Mysuru,Karnataka,Central Area,410898,16.051681,79.46359
P19275,Howrah,West Bengal,Central Area,374723,9.557804,75.822091
P19276,Noida,Uttar Pradesh,Sector 62,238440,27.047718,91.479115
P19277,Chennai,Tamil Nadu,Anna Nagar,706240,26.037968,91.490705
P19278,Warangal,Telangana,Central Area,868813,13.137851,68.518356
P19279,Mysuru,Karnataka,Central Area,991402,16.875594,70.03784
P19280,Patna,Bihar,Bailey Road,182314,8.275987,79.698322
P19281,Nagpur,Maharashtra,Central Area,238589,14.337932,83.776813
P19282,Kolkata,West Bengal,Park Street,420834,16.289708,68.852836
P19283,Bhubaneswar,Odisha,Khandagiri,635437,10.216705,85.439771
P19284,Vadodara,Gujarat,Central Area,777129,19.458491,94.871658
P19285,Nagpur,Maharashtra,Central Area,843834,28.767157,80.053925
P19286,Coimbatore,Tamil Nadu,Central Area,603120,13.408995,91.656562
P19287,Patna,Bihar,Kankarbagh,438219,9.359569,69.72552
P19288,Kochi,Kerala,Kakkanad,827872,17.112075,69.333375
P19289,Mysuru,Karnataka,Central Area,661379,33.45263,93.929994
P19290,Pune,Maharashtra,Wakad,517359,34.580394,71.05665
P19291,Mysuru,Karnataka,Central Area,616921,19.316557,74.951089
P19292,Mumbai,Maharashtra,Powai,105391,20.009193,75.329653
P19293,Mumbai,Maharashtra,Bandra,723723,30.556277,72.834687
P19294,Noida,Uttar Pradesh,Sector 137,604762,22.144176,78.637528
P19295,Warangal,Telangana,Central Area,774086,29.395936,83.986331
P19296,Mysuru,Karnataka,Central Area,726653,16.895164,76.333518
P19297,Noida,Uttar Pradesh,Sector 62,466783,20.554835,95.453694
P19298,Coimbatore,Tamil Nadu,Central Area,540621,13.222245,96.541407
P19299,Chennai,Tamil Nadu,OMR,783991,19.464342,78.703011
P19300,Cuttack,Odisha,Central Area,602435,8.467571,79.872363
P19301,Mysuru,Karnataka,Central Area,167632,13.178332,74.131671
P19302,Kochi,Kerala,Edappally,806171,33.165942,78.675667
P19303,Chennai,Tamil Nadu,OMR,400886,28.517077,96.342474
P19304,Bhubaneswar,Odisha,Saheed Nagar,678196,14.878185,96.209826
P19305,Hyderabad,Telangana,Kukatpally,686982,20.239144,87.189064
P19306,Nagpur,Maharashtra,Central Area,513697,20.778032,77.300042
P19307,Ghaziabad,Uttar Pradesh,Central Area,457796,30.484776,71.087894
P19308,Delhi,Delhi,Rohini,901342,16.875373,96.146476
P19309,Noida,Uttar Pradesh,Sector 18,729860,15.68852,87.784386
