Sale_ID,Property_ID,Customer_ID,Agent_ID,Listing_Date,Sale_Date,Days_On_Market,Payment_Method,Loan_Approved,Sale_Status
S09296,P16070,C19841,A0300,10/26/2022,12/26/2024,792,Bank Loan,No,Completed
S09297,P21522,C12369,A0092,5/22/2023,12/29/2024,587,NEFT,Yes,Completed
S09298,P09494,C12944,A0147,7/6/2025,4/25/2026,293,Cash,No,Completed
S09299,P17463,C10231,A0175,10/26/2022,10/3/2023,342,UPI,No,Pending
S09300,P00990,C09317,A0445,1/31/2026,5/18/2026,107,NEFT,No,Completed
S09301,P27069,C12187,A0357,9/24/2023,4/19/2025,573,Bank Loan,No,Cancelled
S09302,P10799,C01632,A0240,2/9/2022,12/17/2023,676,Bank Loan,Yes,Completed
S09303,P14424,C09772,A0112,5/7/2022,10/31/2023,542,Bank Loan,No,Completed
S09304,P05516,C18704,A0086,5/29/2024,12/22/2024,207,Bank Loan,No,Completed
S09305,P07152,C02490,A0450,1/11/2022,5/24/2022,133,Bank Loan,Yes,Completed
S09306,P29508,C17000,A0158,12/18/2021,7/3/2023,562,RTGS,Yes,Completed
S09307,P29598,C05959,A0216,12/20/2023,11/23/2024,339,Bank Loan,Yes,Completed
S09308,P01986,C14271,A0093,2/10/2023,9/23/2024,591,Bank Loan,No,Completed
S09309,P00846,C03195,A0085,5/19/2023,4/7/2026,1054,UPI,No,Completed
S09310,P04004,C02566,A0172,12/28/2022,9/30/2025,1007,NEFT,No,Completed
S09311,P22289,C12295,A0344,4/15/2026,6/5/2026,51,Bank Loan,No,Completed
S09312,P09423,C01376,A0030,5/14/2023,5/9/2024,361,RTGS,No,Completed
S09313,P21041,C05086,A0268,10/17/2021,9/17/2025,1431,NEFT,No,Completed
S09314,P19916,C19445,A0297,11/29/2021,2/23/2023,451,RTGS,Yes,Completed
S09315,P11008,C06152,A0356,6/16/2024,1/23/2026,586,Home Loan,No,Completed
S09316,P04863,C01587,A0022,1/26/2024,9/22/2025,605,Cash,Yes,Completed
S09317,P19274,C13511,A0154,8/27/2022,11/29/2024,825,RTGS,No,Completed
S09318,P08784,C17263,A0119,11/30/2024,10/17/2025,321,Cash,Yes,Pending
S09319,P20199,C06493,A0028,1/18/2022,10/17/2025,1368,Home Loan,Yes,Cancelled
S09320,P22546,C10257,A0447,8/26/2023,3/22/2024,209,UPI,No,Completed
S09321,P02791,C12835,A0391,8/24/2023,4/7/2024,227,Bank Loan,Yes,Completed
S09322,P12590,C14179,A0120,4/15/2026,5/8/2026,23,Home Loan,No,Completed
S09323,P22493,C07986,A0320,12/9/2023,10/12/2024,308,Bank Loan,Yes,Pending
S09324,P27324,C08283,A0248,3/25/2025,3/2/2026,342,Cash,No,Completed
S09325,P14428,C00059,A0183,12/23/2022,8/23/2025,974,Home Loan,Yes,Completed
S09326,P15635,C01425,A0424,2/13/2024,2/5/2025,358,RTGS,No,Completed
S09327,P05872,C11565,A0290,4/5/2025,12/28/2025,267,Bank Loan,No,Completed
S09328,P03621,C15178,A0036,5/1/2025,2/3/2026,278,UPI,No,Completed
S09329,P08863,C03259,A0054,2/10/2025,2/15/2026,370,RTGS,No,Completed
S09330,P22004,C09597,A0181,6/20/2025,4/11/2026,295,Cash,No,Completed
S09331,P11704,C18255,A0368,9/9/2024,8/15/2025,340,Cash,Yes,Completed
S09332,P25683,C01578,A0470,7/14/2022,4/17/2023,277,RTGS,No,Cancelled
S09333,P29081,C13374,A0402,6/12/2023,11/29/2025,901,UPI,Yes,Completed
S09334,P19920,C16025,A0381,6/19/2025,2/18/2026,244,Home Loan,Yes,Completed
S09335,P11626,C03565,A0500,4/15/2025,11/3/2025,202,RTGS,No,Completed
S09336,P24835,C06809,A0331,9/6/2023,8/27/2024,356,Bank Loan,Yes,Completed
S09337,P06523,C14515,A0036,11/19/2025,3/3/2026,104,Bank Loan,No,Completed
S09338,P02381,C05752,A0217,8/20/2023,6/21/2024,306,UPI,No,Completed
S09339,P07987,C18430,A0073,1/8/2026,7/7/2026,180,Bank Loan,Yes,Completed
S09340,P21127,C12104,A0471,10/11/2023,10/6/2025,726,UPI,No,Completed
S09341,P23269,C16952,A0266,10/6/2024,8/9/2025,307,NEFT,No,Completed
S09342,P02079,C13392,A0152,7/15/2024,2/20/2026,585,UPI,No,Completed
S09343,P00357,C02030,A0252,7/14/2022,12/31/2025,1266,RTGS,Yes,Cancelled
S09344,P08741,C08772,A0161,1/30/2023,8/6/2025,919,RTGS,No,Completed
S09345,P26254,C04688,A0377,7/2/2024,7/16/2025,379,Cash,Yes,Completed
S09346,P12616,C12932,A0244,12/22/2023,2/23/2025,429,NEFT,No,Pending
S09347,P06504,C06780,A0170,10/21/2025,4/10/2026,171,UPI,No,Completed
S09348,P11858,C11713,A0131,10/5/2025,1/25/2026,112,RTGS,No,Completed
S09349,P11770,C16834,A0043,9/11/2023,5/24/2025,621,RTGS,Yes,Completed
S09350,P24220,C01099,A0364,10/28/2025,6/3/2026,218,UPI,No,Completed
S09351,P00593,C04225,A0408,1/10/2023,5/27/2024,503,Bank Loan,Yes,Completed
S09352,P29734,C12627,A0232,4/16/2023,10/11/2024,544,Bank Loan,No,Completed
S09353,P19047,C07868,A0068,3/1/2024,11/28/2025,637,Home Loan,Yes,Completed
S09354,P05221,C07663,A0235,10/30/2023,9/10/2025,681,NEFT,No,Completed
S09355,P07434,C03577,A0323,11/20/2021,6/15/2022,207,Bank Loan,No,Completed
S09356,P10675,C01883,A0222,8/5/2022,7/20/2025,1080,UPI,No,Completed
S09357,P11791,C11028,A0428,10/24/2024,3/27/2026,519,NEFT,No,Completed
S09358,P16452,C18141,A0380,7/1/2024,12/6/2024,158,Cash,Yes,Completed
S09359,P06428,C04652,A0196,9/7/2021,12/31/2021,115,UPI,No,Completed
S09360,P26467,C09447,A0161,2/2/2023,7/21/2025,900,UPI,Yes,Completed
S09361,P04632,C05092,A0050,11/13/2021,9/2/2022,293,Cash,No,Completed
S09362,P08399,C13039,A0395,12/31/2021,2/25/2023,421,RTGS,Yes,Completed
S09363,P10232,C08543,A0217,9/6/2021,5/18/2023,619,Bank Loan,Yes,Completed
S09364,P26442,C11031,A0021,9/16/2021,12/22/2025,1558,NEFT,No,Completed
S09365,P09956,C03280,A0279,11/10/2024,1/28/2026,444,Bank Loan,Yes,Completed
S09366,P27386,C01785,A0264,10/20/2022,10/22/2022,2,UPI,Yes,Pending
S09367,P23496,C00294,A0071,6/20/2022,3/12/2023,265,Home Loan,No,Completed
S09368,P06662,C08415,A0160,2/12/2026,4/18/2026,65,UPI,No,Completed
S09369,P27371,C19669,A0075,9/25/2023,7/1/2026,1010,NEFT,No,Completed
S09370,P00911,C11374,A0362,6/29/2024,10/23/2024,116,Bank Loan,No,Pending
S09371,P07438,C18308,A0183,7/12/2022,11/19/2023,495,RTGS,Yes,Completed
S09372,P03022,C10675,A0025,10/17/2021,10/2/2025,1446,Home Loan,No,Completed
S09373,P20999,C01133,A0462,3/26/2024,5/19/2025,419,Cash,Yes,Cancelled
S09374,P17156,C14180,A0057,1/17/2026,1/30/2026,13,Bank Loan,No,Completed
S09375,P24507,C01111,A0335,5/10/2026,7/1/2026,52,Cash,No,Completed
S09376,P01266,C09274,A0240,5/28/2022,5/8/2025,1076,Cash,No,Completed
S09377,P12166,C11320,A0140,6/25/2025,11/24/2025,152,Bank Loan,No,Completed
S09378,P22220,C04046,A0407,8/16/2024,11/20/2024,96,UPI,No,Pending
S09379,P11910,C18464,A0352,10/26/2024,12/12/2024,47,Cash,Yes,Completed
S09380,P04566,C16471,A0018,7/4/2024,5/30/2026,695,RTGS,Yes,Completed
S09381,P23374,C00984,A0103,1/4/2026,1/8/2026,4,Cash,Yes,Completed
S09382,P25779,C16664,A0022,3/23/2026,7/9/2026,108,Home Loan,Yes,Completed
S09383,P13481,C14727,A0418,2/12/2022,1/15/2024,702,Bank Loan,No,Completed
S09384,P10399,C19754,A0217,3/30/2026,4/7/2026,8,Home Loan,No,Completed
S09385,P00226,C06658,A0030,6/24/2023,5/31/2026,1072,Cash,No,Completed
S09386,P28717,C18691,A0255,3/10/2023,9/20/2023,194,Cash,Yes,Completed
S09387,P27097,C12382,A0138,5/7/2026,7/1/2026,55,Bank Loan,No,Completed
S09388,P01280,C14325,A0455,1/16/2022,12/25/2024,1074,Home Loan,Yes,Pending
S09389,P26351,C12485,A0122,7/1/2022,12/7/2023,524,UPI,No,Cancelled
S09390,P20452,C03204,A0057,3/18/2026,3/29/2026,11,RTGS,Yes,Completed
S09391,P17237,C12499,A0213,3/28/2022,4/13/2025,1112,Cash,No,Completed
S09392,P29848,C04169,A0197,6/19/2023,3/17/2026,1002,Bank Loan,Yes,Pending
S09393,P28846,C14674,A0209,3/11/2024,1/26/2026,686,NEFT,Yes,Completed
S09394,P04446,C00882,A0249,10/14/2024,6/22/2026,616,Cash,Yes,Pending
S09395,P02653,C00177,A0357,5/22/2025,6/26/2025,35,UPI,Yes,Completed
S09396,P04819,C08612,A0208,9/21/2022,3/17/2023,177,UPI,Yes,Completed
S09397,P16903,C00268,A0228,6/25/2025,4/14/2026,293,Home Loan,No,Completed
S09398,P03387,C05149,A0372,7/8/2024,11/2/2025,482,UPI,Yes,Completed
S09399,P19159,C16675,A0264,12/31/2022,6/12/2025,894,RTGS,No,Pending
S09400,P27344,C13225,A0205,11/12/2021,4/29/2023,533,NEFT,No,Completed
S09401,P15389,C00148,A0181,1/19/2025,1/12/2026,358,RTGS,No,Completed
S09402,P11308,C18262,A0440,5/5/2026,6/30/2026,56,UPI,No,Completed
S09403,P13578,C09634,A0442,5/16/2024,9/10/2025,482,Bank Loan,Yes,Completed
S09404,P24720,C04110,A0173,5/1/2023,5/8/2026,1103,Home Loan,Yes,Completed
S09405,P25515,C09537,A0319,12/12/2021,3/4/2024,813,Home Loan,Yes,Completed
S09406,P24759,C08114,A0004,7/10/2023,12/21/2024,530,UPI,No,Completed
S09407,P24999,C07667,A0174,12/16/2025,5/4/2026,139,Cash,Yes,Completed
S09408,P17187,C14842,A0297,1/19/2024,6/27/2025,525,Cash,Yes,Completed
S09409,P17531,C13886,A0089,1/27/2022,3/22/2025,1150,Cash,No,Completed
S09410,P00260,C12188,A0347,3/28/2022,10/30/2025,1312,UPI,Yes,Completed
S09411,P28404,C17856,A0080,12/6/2024,6/18/2026,559,Bank Loan,No,Cancelled
S09412,P20347,C02832,A0473,12/17/2021,6/20/2025,1281,NEFT,No,Completed
S09413,P11161,C09002,A0351,9/10/2025,4/30/2026,232,UPI,No,Completed
S09414,P11726,C16739,A0478,10/28/2024,2/6/2025,101,RTGS,Yes,Pending
S09415,P18676,C11000,A0147,5/31/2024,2/10/2026,620,RTGS,No,Completed
S09416,P09365,C19998,A0192,8/17/2021,6/27/2024,1045,RTGS,Yes,Pending
S09417,P14701,C18191,A0434,1/18/2023,6/1/2026,1230,Home Loan,Yes,Cancelled
S09418,P11897,C06122,A0108,11/25/2022,11/29/2024,735,Bank Loan,No,Completed
S09419,P06274,C14616,A0221,2/2/2024,2/15/2025,379,UPI,No,Pending
S09420,P10831,C08586,A0033,3/28/2023,7/10/2025,835,NEFT,No,Completed
S09421,P28956,C19727,A0252,3/6/2025,2/28/2026,359,UPI,No,Completed
S09422,P13356,C06479,A0462,5/11/2023,12/26/2025,960,Cash,Yes,Completed
S09423,P01223,C01053,A0066,4/26/2025,6/12/2025,47,Cash,Yes,Completed
S09424,P22076,C10452,A0150,6/22/2023,2/15/2026,969,Cash,Yes,Completed
S09425,P23377,C05158,A0290,6/18/2022,5/5/2026,1417,UPI,No,Completed
S09426,P25635,C17587,A0046,12/14/2025,1/5/2026,22,UPI,Yes,Completed
S09427,P19145,C02849,A0475,10/8/2021,3/5/2024,879,Home Loan,No,Completed
S09428,P15191,C06221,A0359,2/2/2026,4/1/2026,58,Home Loan,Yes,Pending
S09429,P07207,C04184,A0122,11/11/2025,12/24/2025,43,Cash,No,Completed
S09430,P23366,C19474,A0042,5/1/2022,7/7/2026,1528,UPI,No,Pending
S09431,P17181,C01768,A0288,6/2/2023,4/23/2026,1056,Cash,No,Completed
S09432,P20114,C19110,A0185,4/7/2026,6/12/2026,66,Cash,Yes,Completed
S09433,P12434,C11160,A0406,1/12/2026,6/3/2026,142,Home Loan,Yes,Completed
S09434,P25469,C07692,A0330,1/19/2025,9/17/2025,241,Home Loan,No,Cancelled
S09435,P27040,C00313,A0311,7/8/2023,11/21/2025,867,RTGS,Yes,Completed
S09436,P04858,C11913,A0363,3/3/2023,11/20/2025,993,UPI,No,Completed
S09437,P22542,C06075,A0274,1/29/2024,6/30/2026,883,NEFT,No,Completed
S09438,P26716,C17793,A0332,12/31/2025,4/21/2026,111,Home Loan,No,Completed
S09439,P24079,C00864,A0254,2/4/2024,2/27/2026,754,NEFT,No,Completed
S09440,P15424,C17319,A0021,10/3/2025,1/17/2026,106,UPI,No,Completed
S09441,P15005,C17538,A0101,4/29/2026,6/18/2026,50,UPI,No,Completed
S09442,P21350,C12193,A0168,6/7/2024,12/17/2024,193,RTGS,Yes,Completed
S09443,P21603,C14529,A0161,8/11/2021,2/3/2024,906,Bank Loan,No,Cancelled
S09444,P14468,C10409,A0142,2/23/2026,4/13/2026,49,Bank Loan,Yes,Completed
S09445,P04030,C01432,A0302,7/11/2025,1/13/2026,186,UPI,No,Completed
S09446,P22603,C09448,A0416,6/27/2025,6/12/2026,350,RTGS,No,Completed
S09447,P10085,C09226,A0254,2/26/2022,8/29/2022,184,RTGS,No,Completed
S09448,P16425,C11620,A0332,4/8/2024,4/27/2026,749,Home Loan,Yes,Pending
S09449,P17809,C02754,A0260,8/7/2023,9/24/2024,414,Bank Loan,No,Completed
S09450,P21905,C03670,A0361,1/29/2024,11/20/2024,296,Bank Loan,No,Completed
S09451,P02135,C09717,A0194,4/30/2025,8/9/2025,101,Bank Loan,No,Completed
S09452,P11163,C17350,A0236,12/12/2023,1/25/2026,775,Bank Loan,Yes,Completed
S09453,P04789,C16338,A0206,9/8/2024,2/7/2025,152,UPI,Yes,Completed
S09454,P12365,C05968,A0356,11/23/2023,8/17/2024,268,UPI,No,Completed
S09455,P13966,C11611,A0149,12/15/2021,8/8/2023,601,NEFT,No,Completed
S09456,P15439,C14290,A0129,10/11/2024,1/30/2025,111,Bank Loan,No,Completed
S09457,P01675,C01253,A0306,10/11/2025,4/30/2026,201,RTGS,No,Completed
S09458,P26500,C10836,A0199,9/2/2024,4/22/2025,232,Cash,Yes,Cancelled
S09459,P22186,C16725,A0325,8/11/2023,7/1/2025,690,Bank Loan,No,Completed
S09460,P01481,C15497,A0257,12/22/2024,4/5/2025,104,RTGS,No,Completed
S09461,P20781,C03783,A0416,9/17/2024,3/29/2026,558,Cash,No,Completed
S09462,P00547,C16491,A0289,7/28/2025,3/7/2026,222,NEFT,No,Completed
S09463,P16577,C05127,A0483,4/3/2026,5/21/2026,48,Home Loan,Yes,Completed
S09464,P19347,C16453,A0283,10/26/2021,7/12/2026,1720,RTGS,Yes,Completed
S09465,P03318,C12795,A0087,7/5/2023,2/8/2026,949,RTGS,No,Completed
S09466,P12764,C17047,A0303,10/5/2025,12/26/2025,82,NEFT,No,Completed
S09467,P25271,C17240,A0129,10/22/2021,4/30/2024,921,NEFT,No,Completed
S09468,P05699,C03256,A0025,6/4/2022,2/11/2024,617,RTGS,Yes,Cancelled
S09469,P00884,C17353,A0265,3/14/2026,3/31/2026,17,Bank Loan,Yes,Completed
S09470,P12662,C11385,A0115,5/20/2023,11/12/2024,542,Bank Loan,Yes,Cancelled
S09471,P28928,C00094,A0226,1/28/2023,4/2/2023,64,RTGS,No,Completed
S09472,P11129,C09418,A0352,12/16/2024,12/30/2025,379,NEFT,Yes,Completed
S09473,P15275,C05922,A0382,4/3/2022,5/29/2026,1517,NEFT,No,Completed
S09474,P06810,C18873,A0173,9/30/2022,8/28/2024,698,NEFT,Yes,Completed
S09475,P29240,C05569,A0335,8/23/2023,3/13/2024,203,UPI,No,Completed
S09476,P06033,C13611,A0265,1/1/2025,3/24/2025,82,RTGS,No,Pending
S09477,P07792,C06051,A0225,11/3/2021,3/11/2024,859,NEFT,No,Completed
S09478,P05147,C05736,A0075,9/10/2025,12/13/2025,94,Cash,No,Completed
S09479,P19895,C16471,A0228,3/28/2022,3/14/2025,1082,RTGS,Yes,Completed
S09480,P03745,C19140,A0005,4/24/2024,5/23/2025,394,NEFT,No,Completed
S09481,P16909,C17009,A0392,11/26/2024,12/3/2025,372,Home Loan,No,Completed
S09482,P04518,C13329,A0373,6/12/2024,12/27/2025,563,UPI,No,Completed
S09483,P22406,C03637,A0194,3/2/2023,5/28/2024,453,RTGS,Yes,Completed
S09484,P18875,C09322,A0338,11/23/2025,1/22/2026,60,RTGS,Yes,Completed
S09485,P10183,C18700,A0444,7/7/2024,7/12/2026,735,NEFT,Yes,Pending
S09486,P28161,C14642,A0148,12/9/2024,1/13/2025,35,RTGS,No,Completed
S09487,P10565,C06708,A0488,6/17/2025,4/29/2026,316,Home Loan,Yes,Completed
S09488,P05496,C09704,A0417,10/10/2024,8/8/2025,302,NEFT,Yes,Completed
S09489,P26160,C07227,A0060,12/15/2023,6/27/2024,195,Bank Loan,Yes,Completed
S09490,P26972,C07373,A0246,12/13/2023,6/30/2026,930,UPI,Yes,Pending
S09491,P01270,C03358,A0012,12/25/2024,5/5/2025,131,Home Loan,No,Pending
S09492,P24383,C18506,A0235,7/13/2024,1/23/2025,194,RTGS,No,Completed
S09493,P04907,C00143,A0325,3/12/2022,12/22/2024,1016,Cash,No,Completed
S09494,P28045,C04102,A0456,10/14/2023,2/6/2024,115,Bank Loan,Yes,Completed
S09495,P01744,C09885,A0190,3/15/2026,7/8/2026,115,Bank Loan,Yes,Pending
S09496,P12626,C11158,A0056,10/23/2025,4/8/2026,167,UPI,No,Completed
S09497,P01930,C02596,A0274,9/15/2023,2/23/2025,527,UPI,Yes,Completed
S09498,P12690,C06617,A0436,4/5/2024,4/26/2024,21,RTGS,Yes,Completed
S09499,P03060,C09334,A0168,9/26/2025,1/10/2026,106,RTGS,Yes,Completed
S09500,P21921,C05477,A0409,12/1/2024,1/20/2026,415,NEFT,No,Pending
S09501,P26796,C15076,A0461,11/24/2022,3/28/2023,124,Home Loan,No,Completed
S09502,P11031,C00610,A0333,4/28/2026,5/31/2026,33,Bank Loan,Yes,Completed
S09503,P25304,C04100,A0116,11/28/2024,12/1/2025,368,UPI,Yes,Completed
S09504,P12756,C01237,A0280,8/16/2021,9/15/2021,30,Home Loan,Yes,Completed
S09505,P07566,C02541,A0028,10/29/2023,5/3/2025,552,RTGS,Yes,Completed
S09506,P11752,C04970,A0310,6/21/2023,5/7/2024,321,RTGS,No,Completed
S09507,P00997,C16360,A0082,4/2/2024,3/7/2025,339,UPI,Yes,Cancelled
S09508,P10532,C08027,A0316,9/15/2023,1/5/2024,112,Cash,No,Completed
S09509,P01729,C11128,A0168,9/9/2023,11/7/2024,425,Bank Loan,No,Completed
S09510,P07818,C09408,A0488,5/6/2022,6/30/2022,55,Cash,No,Completed
S09511,P27254,C08046,A0473,6/12/2022,11/29/2025,1266,Bank Loan,Yes,Completed
S09512,P16283,C00376,A0344,1/10/2022,8/28/2024,961,NEFT,Yes,Completed
S09513,P27878,C00921,A0455,1/30/2024,9/22/2025,601,Home Loan,Yes,Completed
S09514,P24272,C05501,A0370,12/11/2024,1/7/2025,27,Home Loan,Yes,Pending
S09515,P12393,C00998,A0078,9/24/2021,8/24/2025,1430,UPI,Yes,Completed
S09516,P04403,C08816,A0453,3/25/2026,5/9/2026,45,Bank Loan,No,Completed
S09517,P23090,C15530,A0480,4/6/2024,6/9/2026,794,NEFT,No,Cancelled
S09518,P00232,C05984,A0303,1/27/2023,10/12/2025,989,NEFT,No,Pending
S09519,P25933,C12971,A0210,5/24/2023,1/17/2026,969,Home Loan,No,Completed
S09520,P22409,C10760,A0106,10/30/2022,10/7/2024,708,Home Loan,Yes,Completed
S09521,P25232,C01963,A0342,8/29/2023,5/1/2026,976,NEFT,Yes,Completed
S09522,P06927,C01577,A0184,1/17/2023,7/31/2025,926,Bank Loan,Yes,Completed
S09523,P01244,C01178,A0114,1/27/2026,4/26/2026,89,Cash,No,Completed
S09524,P02328,C15939,A0407,11/20/2021,12/12/2024,1118,Bank Loan,Yes,Completed
S09525,P17886,C12690,A0377,1/2/2025,9/11/2025,252,Cash,Yes,Completed
S09526,P24260,C02863,A0366,3/27/2025,1/7/2026,286,Bank Loan,No,Completed
S09527,P28068,C17025,A0233,12/1/2022,1/31/2025,792,Cash,Yes,Completed
S09528,P15516,C03792,A0364,4/28/2022,1/1/2026,1344,RTGS,No,Pending
S09529,P09869,C13599,A0441,9/20/2024,8/31/2025,345,Bank Loan,Yes,Completed
S09530,P11364,C10413,A0078,5/31/2024,9/5/2024,97,Cash,No,Completed
S09531,P04516,C10982,A0076,7/18/2023,7/5/2024,353,Home Loan,Yes,Pending
S09532,P05342,C10059,A0381,1/27/2022,1/26/2024,729,UPI,Yes,Completed
S09533,P23948,C10777,A0176,3/31/2025,8/2/2025,124,UPI,Yes,Completed
S09534,P27474,C14694,A0448,2/10/2024,6/1/2024,112,Bank Loan,Yes,Completed
S09535,P22927,C06511,A0100,7/2/2023,11/13/2023,134,Home Loan,No,Completed
S09536,P25091,C12707,A0094,1/6/2024,2/22/2024,47,RTGS,Yes,Completed
S09537,P29876,C14482,A0385,6/2/2025,12/1/2025,182,RTGS,Yes,Completed
S09538,P17925,C01497,A0360,10/19/2024,2/27/2026,496,NEFT,No,Completed
S09539,P17801,C03120,A0442,2/20/2023,11/4/2024,623,Cash,No,Completed
S09540,P05687,C18613,A0206,6/8/2022,10/4/2023,483,Bank Loan,No,Completed
S09541,P06916,C13956,A0242,8/25/2023,10/6/2023,42,Cash,No,Completed
S09542,P18201,C18344,A0195,4/19/2026,7/7/2026,79,NEFT,No,Pending
S09543,P25464,C18054,A0185,3/29/2025,6/22/2026,450,NEFT,No,Completed
S09544,P27172,C00126,A0133,10/11/2022,2/17/2023,129,Bank Loan,No,Completed
S09545,P00652,C02189,A0290,12/6/2025,1/11/2026,36,Bank Loan,Yes,Completed
S09546,P15650,C05923,A0237,6/4/2025,7/5/2026,396,Home Loan,Yes,Completed
S09547,P16117,C07488,A0245,7/22/2024,3/1/2026,587,UPI,Yes,Completed
S09548,P00170,C10780,A0421,5/20/2025,6/10/2026,386,RTGS,No,Pending
S09549,P20186,C08874,A0073,10/27/2022,12/28/2025,1158,UPI,Yes,Completed
S09550,P22892,C14654,A0133,2/15/2025,10/29/2025,256,Cash,No,Completed
S09551,P13868,C17646,A0107,4/26/2022,2/11/2026,1387,Home Loan,Yes,Pending
S09552,P16509,C06399,A0401,5/23/2025,1/16/2026,238,Cash,No,Completed
S09553,P01217,C03519,A0103,3/8/2023,9/13/2025,920,RTGS,Yes,Completed
S09554,P28288,C01775,A0233,4/3/2023,6/22/2026,1176,Home Loan,Yes,Completed
S09555,P24426,C04564,A0406,8/15/2025,10/10/2025,56,Bank Loan,No,Completed
S09556,P08126,C10314,A0133,11/4/2023,7/27/2024,266,Bank Loan,No,Completed
S09557,P27100,C00768,A0010,2/12/2024,6/19/2025,493,Home Loan,No,Pending
S09558,P25429,C13326,A0309,3/10/2022,6/11/2022,93,Cash,No,Pending
S09559,P17793,C17886,A0418,3/26/2022,11/16/2025,1331,Cash,Yes,Completed
S09560,P04957,C02778,A0250,9/1/2024,10/27/2024,56,Home Loan,Yes,Completed
S09561,P01767,C02729,A0079,9/12/2023,10/10/2023,28,Home Loan,Yes,Completed
S09562,P13274,C16116,A0096,7/6/2022,1/29/2026,1303,Bank Loan,No,Completed
S09563,P07497,C04452,A0281,8/25/2021,11/6/2022,438,RTGS,No,Completed
S09564,P23993,C15948,A0271,1/15/2022,3/29/2026,1534,UPI,No,Completed
S09565,P06506,C13872,A0079,12/17/2021,1/19/2022,33,Home Loan,Yes,Completed
S09566,P08165,C08097,A0039,8/3/2025,7/12/2026,343,UPI,Yes,Pending
S09567,P18428,C04038,A0472,4/18/2025,5/31/2025,43,NEFT,No,Cancelled
S09568,P01208,C11969,A0490,8/15/2021,12/17/2021,124,Bank Loan,No,Completed
S09569,P04202,C01281,A0386,2/15/2022,6/7/2024,843,RTGS,No,Completed
S09570,P26743,C09207,A0342,3/9/2025,7/2/2026,480,UPI,Yes,Pending
S09571,P22236,C07613,A0497,3/19/2022,7/25/2024,859,Cash,No,Completed
S09572,P10259,C01247,A0429,10/30/2022,5/13/2023,195,Bank Loan,No,Completed
S09573,P28988,C15331,A0457,2/2/2024,10/30/2024,271,NEFT,Yes,Completed
S09574,P16321,C15690,A0297,1/8/2026,5/3/2026,115,Home Loan,No,Completed
S09575,P11125,C11941,A0050,9/25/2022,12/9/2024,806,Home Loan,Yes,Completed
S09576,P02696,C13282,A0065,4/25/2025,8/13/2025,110,NEFT,Yes,Completed
S09577,P16419,C06208,A0352,4/5/2025,5/28/2026,418,Bank Loan,No,Completed
S09578,P10999,C18395,A0051,1/21/2023,10/14/2025,997,Bank Loan,No,Completed
S09579,P27624,C15451,A0331,11/13/2021,11/9/2023,726,Home Loan,No,Completed
S09580,P07140,C18012,A0187,9/3/2024,4/22/2025,231,Bank Loan,No,Pending
S09581,P16121,C04579,A0396,11/9/2025,11/30/2025,21,Home Loan,No,Completed
S09582,P15467,C17889,A0019,9/16/2021,10/28/2025,1503,Bank Loan,Yes,Completed
S09583,P11159,C15050,A0434,1/14/2022,10/18/2025,1373,Home Loan,No,Completed
S09584,P09448,C17344,A0034,8/10/2025,2/17/2026,191,RTGS,Yes,Completed
S09585,P21610,C10865,A0144,7/9/2022,4/1/2024,632,Cash,No,Completed
S09586,P02540,C01548,A0494,1/9/2025,4/3/2026,449,UPI,Yes,Completed
S09587,P27641,C11383,A0445,8/6/2024,7/15/2025,343,NEFT,No,Completed
S09588,P06269,C17877,A0251,8/25/2022,12/25/2023,487,UPI,No,Pending
S09589,P22715,C08719,A0232,12/29/2021,2/16/2023,414,UPI,Yes,Completed
S09590,P11895,C14049,A0082,3/22/2026,4/4/2026,13,UPI,No,Completed
S09591,P09168,C13712,A0208,7/18/2023,3/14/2025,605,RTGS,No,Completed
S09592,P17549,C17829,A0405,2/11/2026,4/11/2026,59,Bank Loan,Yes,Cancelled
S09593,P11232,C17400,A0085,10/22/2024,5/24/2025,214,Home Loan,Yes,Completed
S09594,P07815,C12658,A0466,9/2/2024,9/25/2025,388,Bank Loan,Yes,Completed
S09595,P03935,C13403,A0438,5/8/2026,6/15/2026,38,Home Loan,Yes,Completed
S09596,P10006,C03139,A0455,3/16/2025,12/2/2025,261,Bank Loan,Yes,Completed
S09597,P22500,C03675,A0274,10/27/2021,11/7/2021,11,UPI,Yes,Completed
S09598,P04368,C15470,A0371,1/3/2024,6/15/2025,529,Bank Loan,No,Completed
S09599,P19627,C06424,A0055,8/19/2022,6/9/2026,1390,UPI,Yes,Completed
S09600,P22297,C19594,A0063,2/27/2022,12/2/2024,1009,NEFT,No,Completed
S09601,P04940,C19457,A0341,8/28/2025,4/7/2026,222,NEFT,Yes,Completed
S09602,P13430,C07803,A0145,4/11/2023,7/1/2023,81,Bank Loan,Yes,Completed
S09603,P10206,C16097,A0329,11/4/2023,2/20/2025,474,UPI,No,Pending
S09604,P03305,C05824,A0260,3/5/2022,5/26/2022,82,Bank Loan,Yes,Completed
S09605,P25955,C04946,A0241,9/13/2022,1/8/2025,848,NEFT,No,Completed
S09606,P04856,C02763,A0248,6/1/2022,10/15/2024,867,Bank Loan,No,Completed
S09607,P23600,C00270,A0470,7/14/2021,1/31/2023,566,RTGS,Yes,Pending
S09608,P03320,C04295,A0433,5/13/2025,12/4/2025,205,NEFT,Yes,Completed
