Sale_ID,Property_ID,Customer_ID,Agent_ID,Listing_Date,Sale_Date,Days_On_Market,Payment_Method,Loan_Approved,Sale_Status
S09063,P13242,C07759,A0177,2022-10-15,2025-05-07,935,Bank Loan,Yes,Completed
S09064,P15058,C10467,A0346,2026-05-15,2026-05-19,4,Bank Loan,Yes,Completed
S09065,P02923,C06987,A0305,2025-06-06,2025-09-03,89,UPI,Yes,Completed
S09066,P00288,C07725,A0130,2026-03-28,2026-06-04,68,Home Loan,Yes,Completed
S09067,P06317,C01472,A0459,2025-10-30,2025-12-04,35,UPI,Yes,Completed
S09068,P10288,C12444,A0439,2021-10-02,2023-02-17,503,Cash,Yes,Pending
S09069,P13898,C01096,A0301,2024-06-15,2024-08-01,47,Bank Loan,No,Completed
S09070,P18979,C01622,A0402,2025-08-10,2026-05-20,283,UPI,Yes,Pending
S09071,P25525,C06989,A0262,2022-11-05,2024-11-02,728,Bank Loan,No,Pending
S09072,P02406,C16965,A0203,2024-05-02,2024-07-05,64,Home Loan,Yes,Completed
S09073,P10896,C15409,A0343,2024-12-25,2026-01-14,385,RTGS,No,Completed
S09074,P25355,C15371,A0249,2024-05-25,2025-04-26,336,Bank Loan,No,Completed
S09075,P00129,C12870,A0081,2023-10-13,2026-04-29,929,NEFT,No,Pending
S09076,P06873,C14952,A0019,2025-04-05,2025-08-16,133,Home Loan,No,Completed
S09077,P15775,C03508,A0040,2025-09-07,2026-04-08,213,NEFT,Yes,Completed
S09078,P20073,C07667,A0130,2025-03-27,2025-08-10,136,NEFT,No,Completed
S09079,P26888,C06508,A0255,2025-07-11,2025-12-17,159,UPI,No,Completed
S09080,P03372,C08048,A0426,2024-05-17,2026-02-13,637,Cash,Yes,Completed
S09081,P19528,C11023,A0112,2024-08-26,2024-09-30,35,Home Loan,No,Completed
S09082,P11674,C11725,A0130,2023-05-25,2026-07-02,1134,UPI,Yes,Completed
S09083,P08929,C02658,A0478,2025-09-13,2026-01-31,140,NEFT,No,Completed
S09084,P00644,C16386,A0161,2026-03-13,2026-07-07,116,Bank Loan,No,Completed
S09085,P13343,C01269,A0153,2023-06-23,2026-01-30,952,NEFT,No,Completed
S09086,P26210,C03154,A0283,2023-08-21,2025-05-28,646,RTGS,No,Completed
S09087,P18517,C01179,A0130,2025-06-10,2026-01-25,229,Bank Loan,Yes,Completed
S09088,P13382,C09715,A0163,2024-09-14,2025-09-04,355,UPI,Yes,Completed
S09089,P25634,C08359,A0100,2022-03-16,2022-12-07,266,Bank Loan,No,Completed
S09090,P03679,C13028,A0072,2024-07-07,2024-09-07,62,Home Loan,No,Completed
S09091,P03260,C00621,A0274,2023-08-25,2026-01-04,863,Cash,No,Completed
S09092,P22534,C02232,A0358,2026-01-06,2026-04-16,100,NEFT,No,Completed
S09093,P17199,C14292,A0119,2022-09-30,2024-04-19,567,Home Loan,Yes,Completed
S09094,P27523,C17163,A0042,2022-12-09,2025-07-24,958,Cash,No,Completed
S09095,P18107,C07663,A0035,2022-08-29,2025-03-18,932,NEFT,Yes,Pending
S09096,P26181,C16904,A0247,2023-12-04,2024-01-16,43,NEFT,No,Completed
S09097,P28366,C05770,A0056,2022-06-12,2026-06-05,1454,Bank Loan,Yes,Completed
S09098,P23665,C09774,A0441,2023-06-07,2023-06-27,20,Cash,No,Completed
S09099,P02438,C18650,A0397,2023-11-14,2024-09-11,302,Home Loan,No,Completed
S09100,P29698,C14721,A0311,2024-01-21,2025-01-27,372,UPI,Yes,Completed
S09101,P08697,C15419,A0405,2026-03-10,2026-07-06,118,NEFT,No,Completed
S09102,P13601,C07411,A0276,2021-11-01,2024-06-20,962,UPI,No,Completed
S09103,P22399,C07163,A0371,2021-11-06,2023-03-16,495,Cash,No,Completed
S09104,P18461,C07514,A0156,2025-06-26,2026-04-25,303,NEFT,Yes,Completed
S09105,P24164,C13868,A0128,2021-09-23,2025-03-12,1266,UPI,No,Completed
S09106,P01379,C03927,A0499,2026-02-18,2026-02-25,7,UPI,No,Pending
S09107,P22838,C10008,A0078,2024-08-28,2025-05-27,272,Bank Loan,Yes,Completed
S09108,P17693,C06180,A0388,2022-01-28,2024-06-23,877,Cash,No,Completed
S09109,P28278,C13419,A0197,2025-04-06,2025-11-19,227,RTGS,No,Completed
S09110,P06930,C00162,A0152,2023-08-20,2025-11-22,825,RTGS,No,Cancelled
S09111,P13238,C04955,A0366,2025-02-03,2025-12-12,312,Home Loan,Yes,Completed
S09112,P04716,C11965,A0426,2021-11-28,2025-08-30,1371,Bank Loan,Yes,Pending
S09113,P19674,C05519,A0315,2022-05-19,2026-05-17,1459,Cash,Yes,Cancelled
S09114,P20350,C19901,A0434,2021-10-01,2025-10-31,1491,RTGS,No,Completed
S09115,P29622,C17621,A0047,2025-10-09,2026-06-06,240,RTGS,No,Completed
S09116,P05745,C18436,A0099,2026-03-06,2026-07-10,126,Home Loan,No,Pending
S09117,P15186,C13114,A0308,2023-09-30,2023-10-03,3,Home Loan,Yes,Completed
S09118,P20659,C01357,A0383,2024-08-10,2024-09-20,41,RTGS,No,Completed
S09119,P16125,C14359,A0420,2025-07-19,2025-09-06,49,NEFT,No,Completed
S09120,P07718,C02877,A0125,2023-09-07,2025-04-24,595,RTGS,No,Completed
S09121,P02223,C06896,A0226,2024-01-04,2026-01-11,738,RTGS,No,Completed
S09122,P24993,C16262,A0112,2022-02-25,2022-06-03,98,NEFT,No,Completed
S09123,P08323,C09766,A0314,2024-11-16,2026-06-19,580,NEFT,No,Completed
S09124,P20487,C06911,A0416,2025-08-25,2026-06-01,280,NEFT,No,Completed
S09125,P07047,C18624,A0288,2023-04-17,2025-08-27,863,Home Loan,Yes,Completed
S09126,P03424,C12167,A0422,2022-11-17,2025-12-09,1118,Cash,Yes,Cancelled
S09127,P26391,C12899,A0059,2022-03-08,2026-02-26,1451,Cash,No,Completed
S09128,P20109,C10382,A0135,2022-07-07,2023-07-11,369,RTGS,Yes,Completed
S09129,P02565,C19064,A0223,2025-09-04,2025-10-07,33,RTGS,No,Completed
S09130,P04312,C05429,A0147,2023-09-05,2024-06-22,291,Bank Loan,No,Completed
S09131,P17621,C04925,A0305,2026-01-27,2026-05-13,106,RTGS,Yes,Completed
S09132,P10735,C14114,A0304,2022-07-27,2026-01-09,1262,Home Loan,No,Completed
S09133,P08739,C03629,A0279,2025-06-27,2025-12-04,160,Cash,No,Completed
S09134,P00590,C17424,A0281,2022-02-20,2025-08-05,1262,Home Loan,No,Pending
S09135,P26205,C16090,A0455,2023-11-18,2023-12-26,38,Cash,No,Completed
S09136,P03114,C16713,A0418,2021-12-27,2025-01-11,1111,UPI,No,Pending
S09137,P24870,C01104,A0488,2021-11-10,2025-04-27,1264,Home Loan,Yes,Completed
S09138,P03061,C15645,A0044,2021-10-18,2023-10-21,733,NEFT,No,Completed
S09139,P15208,C18748,A0396,2022-11-05,2023-12-07,397,UPI,Yes,Completed
S09140,P07649,C05873,A0280,2023-07-18,2024-11-21,492,Bank Loan,Yes,Completed
S09141,P15621,C18325,A0412,2026-02-12,2026-02-13,1,Cash,No,Completed
S09142,P20535,C06924,A0342,2023-06-06,2024-10-09,491,RTGS,No,Completed
S09143,P06068,C02444,A0328,2025-01-31,2026-03-28,421,UPI,Yes,Completed
S09144,P22993,C05688,A0473,2023-11-04,2025-02-01,455,UPI,Yes,Cancelled
S09145,P28941,C01175,A0133,2026-03-17,2026-03-24,7,NEFT,No,Completed
S09146,P02746,C15212,A0191,2026-02-14,2026-07-06,142,RTGS,Yes,Completed
S09147,P27708,C04336,A0023,2023-05-11,2025-10-15,888,UPI,Yes,Completed
S09148,P18644,C17986,A0384,2022-05-24,2025-01-03,955,UPI,Yes,Completed
S09149,P03264,C18274,A0362,2023-05-22,2024-04-19,333,Bank Loan,Yes,Completed
S09150,P27489,C12964,A0364,2024-09-09,2026-05-28,626,Home Loan,No,Completed
S09151,P07148,C17947,A0153,2022-03-19,2022-11-08,234,UPI,No,Cancelled
S09152,P04283,C04348,A0004,2022-11-02,2025-12-26,1150,Home Loan,Yes,Completed
S09153,P15721,C15416,A0128,2024-08-21,2025-12-01,467,UPI,No,Completed
S09154,P13696,C07556,A0052,2021-10-25,2024-06-28,977,RTGS,Yes,Completed
S09155,P16691,C17850,A0192,2024-06-09,2026-05-09,699,RTGS,No,Completed
S09156,P28998,C01614,A0407,2026-01-14,2026-02-28,45,Bank Loan,No,Completed
S09157,P15395,C06870,A0403,2021-08-22,2026-02-12,1635,Home Loan,No,Completed
S09158,P27613,C00883,A0275,2025-06-04,2026-06-22,383,UPI,No,Completed
S09159,P16122,C18138,A0278,2023-12-12,2026-07-14,945,NEFT,Yes,Completed
S09160,P24692,C14913,A0333,2025-12-01,2026-01-28,58,UPI,Yes,Completed
S09161,P12396,C03412,A0441,2024-11-16,2025-02-23,99,Bank Loan,Yes,Completed
S09162,P10457,C05683,A0007,2023-10-26,2025-04-23,545,Bank Loan,No,Completed
S09163,P03474,C02146,A0452,2025-05-23,2025-05-31,8,Bank Loan,Yes,Pending
S09164,P22752,C12339,A0343,2022-11-18,2024-12-26,769,NEFT,Yes,Completed
S09165,P23380,C03201,A0425,2025-12-20,2026-01-28,39,UPI,No,Completed
S09166,P15590,C09253,A0421,2025-05-04,2026-03-30,330,UPI,No,Completed
S09167,P08300,C06097,A0207,2023-01-28,2026-02-08,1107,UPI,No,Pending
S09168,P01347,C01598,A0026,2023-06-13,2025-01-27,594,Bank Loan,Yes,Completed
S09169,P25461,C01519,A0380,2022-01-21,2022-03-25,63,Home Loan,No,Pending
S09170,P17604,C13971,A0286,2025-10-14,2025-12-05,52,NEFT,No,Completed
S09171,P10125,C18509,A0239,2022-01-11,2026-02-03,1484,NEFT,No,Completed
S09172,P17716,C13913,A0233,2022-11-20,2024-11-19,730,Bank Loan,No,Completed
S09173,P10484,C08647,A0318,2024-05-30,2024-12-19,203,Cash,Yes,Completed
S09174,P19314,C06659,A0346,2022-11-23,2024-08-16,632,Cash,Yes,Completed
S09175,P26721,C01238,A0325,2022-10-21,2024-01-22,458,NEFT,No,Completed
S09176,P20397,C16726,A0190,2022-01-23,2022-05-04,101,Cash,Yes,Completed
S09177,P29528,C16790,A0337,2022-01-14,2025-03-15,1156,Bank Loan,No,Completed
S09178,P20712,C00808,A0195,2023-11-02,2025-03-25,509,Home Loan,No,Completed
S09179,P07228,C11609,A0393,2024-07-11,2026-03-27,624,Home Loan,Yes,Completed
S09180,P06307,C18767,A0106,2022-12-29,2024-07-04,553,Cash,Yes,Completed
S09181,P12313,C05176,A0434,2022-10-19,2025-08-19,1035,Bank Loan,Yes,Completed
S09182,P14338,C16255,A0037,2026-01-16,2026-07-06,171,Bank Loan,Yes,Completed
S09183,P00106,C15342,A0212,2023-07-16,2026-06-01,1051,Cash,No,Completed
S09184,P08920,C16433,A0162,2022-06-05,2024-03-22,656,NEFT,Yes,Completed
S09185,P14811,C17991,A0028,2024-08-06,2025-05-18,285,RTGS,Yes,Completed
S09186,P15865,C08409,A0254,2023-02-27,2024-11-03,615,Home Loan,No,Completed
S09187,P17119,C16212,A0406,2023-03-27,2026-02-07,1048,NEFT,No,Completed
S09188,P15893,C17062,A0441,2026-01-05,2026-01-25,20,Cash,Yes,Pending
S09189,P25534,C09463,A0070,2022-09-30,2024-08-27,697,RTGS,Yes,Completed
S09190,P18088,C17011,A0431,2021-08-18,2023-08-18,730,Cash,Yes,Completed
S09191,P28514,C16694,A0426,2026-01-14,2026-06-17,154,UPI,Yes,Completed
S09192,P11600,C01763,A0209,2022-03-29,2025-10-17,1298,RTGS,Yes,Completed
S09193,P26489,C13409,A0176,2025-01-31,2026-01-14,348,Cash,No,Completed
S09194,P28405,C12251,A0240,2024-07-07,2024-07-11,4,UPI,No,Completed
S09195,P17696,C09356,A0126,2025-11-13,2026-02-19,98,Bank Loan,Yes,Completed
S09196,P21544,C01673,A0340,2026-04-07,2026-05-30,53,UPI,Yes,Completed
S09197,P11785,C07942,A0191,2026-01-01,2026-06-26,176,RTGS,Yes,Completed
S09198,P12593,C05421,A0417,2025-07-01,2025-10-06,97,Home Loan,No,Completed
S09199,P03440,C12977,A0142,2026-03-28,2026-05-21,54,NEFT,Yes,Completed
S09200,P23921,C19560,A0073,2025-09-24,2025-12-07,74,UPI,Yes,Pending
S09201,P19579,C13109,A0224,2026-01-15,2026-04-17,92,Home Loan,Yes,Completed
S09202,P26134,C06444,A0193,2022-12-19,2024-12-31,743,UPI,Yes,Completed
S09203,P28509,C13690,A0244,2025-02-07,2025-10-18,253,UPI,Yes,Cancelled
S09204,P25834,C08148,A0353,2024-12-29,2026-06-19,537,Cash,No,Completed
S09205,P16629,C00910,A0446,2023-12-25,2026-06-19,907,UPI,Yes,Completed
S09206,P08328,C14255,A0238,2024-04-30,2026-02-26,667,Cash,No,Completed
S09207,P26252,C07993,A0465,2025-10-09,2025-10-26,17,Bank Loan,No,Completed
S09208,P29148,C15837,A0152,2021-09-23,2022-11-15,418,Home Loan,Yes,Completed
S09209,P06885,C05718,A0167,2023-10-05,2023-10-16,11,Cash,Yes,Completed
S09210,P26649,C15013,A0067,2022-04-24,2026-03-27,1433,RTGS,Yes,Completed
S09211,P08880,C19222,A0396,2023-05-05,2024-09-17,501,Bank Loan,No,Completed
S09212,P22035,C11952,A0097,2022-06-24,2026-04-14,1390,UPI,Yes,Completed
S09213,P24546,C18372,A0110,2022-08-07,2022-08-27,20,NEFT,No,Completed
S09214,P05061,C00380,A0035,2024-02-17,2025-12-06,658,RTGS,Yes,Completed
S09215,P10690,C00692,A0129,2022-01-03,2023-01-03,365,Home Loan,No,Completed
S09216,P12022,C13022,A0496,2023-12-02,2026-01-04,764,Home Loan,Yes,Completed
S09217,P06205,C17465,A0218,2024-11-04,2025-11-05,366,NEFT,No,Completed
S09218,P13239,C19813,A0219,2026-04-06,2026-07-14,99,Home Loan,No,Completed
S09219,P04773,C13883,A0243,2026-04-15,2026-07-06,82,Bank Loan,No,Cancelled
S09220,P09514,C18285,A0203,2023-05-30,2023-07-31,62,NEFT,No,Completed
S09221,P23712,C02876,A0071,2022-08-19,2026-05-21,1371,Home Loan,Yes,Completed
S09222,P26944,C08695,A0027,2022-05-05,2023-04-17,347,NEFT,No,Completed
S09223,P09811,C09036,A0023,2021-08-17,2023-06-07,659,Home Loan,No,Completed
S09224,P23685,C11814,A0321,2026-02-18,2026-06-02,104,NEFT,No,Completed
S09225,P12232,C08500,A0170,2022-07-11,2024-05-23,682,Bank Loan,No,Completed
S09226,P03885,C11416,A0327,2024-01-09,2024-09-08,243,RTGS,No,Completed
S09227,P12480,C18070,A0273,2024-12-25,2025-10-14,293,UPI,Yes,Completed
S09228,P24968,C02340,A0397,2021-08-02,2024-10-18,1173,NEFT,Yes,Completed
S09229,P24678,C16129,A0342,2023-03-22,2023-09-02,164,UPI,No,Completed
S09230,P04964,C04007,A0040,2025-05-16,2026-02-22,282,Cash,No,Pending
S09231,P12530,C14226,A0429,2022-06-23,2022-12-11,171,RTGS,Yes,Completed
S09232,P25444,C15541,A0040,2021-11-15,2025-07-24,1347,UPI,No,Completed
S09233,P06652,C09527,A0216,2023-04-28,2024-07-26,455,Home Loan,Yes,Pending
S09234,P15276,C09616,A0120,2022-10-02,2023-09-10,343,Bank Loan,No,Completed
S09235,P11261,C09798,A0296,2021-09-18,2025-06-27,1378,Bank Loan,No,Cancelled
S09236,P10163,C07299,A0077,2022-02-19,2025-10-13,1332,UPI,Yes,Pending
S09237,P23982,C02587,A0422,2025-03-15,2025-09-29,198,NEFT,No,Completed
S09238,P15802,C17454,A0438,2023-06-06,2024-01-01,209,UPI,Yes,Completed
S09239,P01560,C12887,A0461,2023-02-18,2023-07-24,156,Cash,No,Cancelled
S09240,P06325,C02666,A0066,2022-04-01,2022-11-06,219,Home Loan,No,Completed
S09241,P10207,C18241,A0367,2025-03-04,2026-04-18,410,UPI,Yes,Cancelled
S09242,P06023,C00724,A0348,2024-05-30,2025-09-17,475,Bank Loan,No,Completed
S09243,P26611,C07113,A0425,2025-05-01,2026-05-05,369,Cash,Yes,Pending
S09244,P11921,C19983,A0401,2024-07-02,2026-01-11,558,NEFT,Yes,Completed
S09245,P05151,C02453,A0152,2024-08-06,2025-12-26,507,Home Loan,No,Completed
S09246,P03870,C02163,A0411,2023-03-28,2023-05-11,44,UPI,Yes,Completed
S09247,P07780,C15277,A0081,2025-07-28,2026-05-05,281,Cash,Yes,Completed
S09248,P00800,C13387,A0126,2022-04-30,2022-08-14,106,Bank Loan,Yes,Completed
S09249,P13814,C19576,A0093,2024-02-23,2024-06-30,128,UPI,Yes,Completed
S09250,P14134,C17018,A0089,2023-03-28,2024-05-24,423,Home Loan,No,Completed
S09251,P25747,C05690,A0223,2024-01-19,2025-08-08,567,UPI,Yes,Completed
S09252,P07957,C11041,A0379,2021-09-14,2023-10-25,771,Cash,Yes,Completed
S09253,P23628,C14969,A0367,2026-03-27,2026-06-26,91,UPI,Yes,Completed
S09254,P01769,C15552,A0060,2023-02-01,2025-04-20,809,Cash,Yes,Completed
S09255,P27182,C06294,A0385,2023-12-14,2024-02-10,58,NEFT,Yes,Completed
S09256,P03583,C11066,A0272,2023-07-10,2025-01-24,564,Cash,Yes,Completed
S09257,P28198,C12332,A0487,2024-04-24,2025-08-15,478,NEFT,Yes,Completed
S09258,P13824,C03129,A0484,2024-11-10,2026-02-05,452,Cash,No,Completed
S09259,P00352,C00603,A0488,2024-03-22,2025-10-11,568,NEFT,No,Completed
S09260,P09865,C06152,A0080,2024-08-04,2024-09-11,38,UPI,Yes,Pending
S09261,P14296,C18324,A0255,2023-12-16,2025-02-15,427,Cash,No,Completed
S09262,P24527,C10808,A0219,2023-12-29,2025-12-30,732,Cash,No,Completed
S09263,P16238,C03563,A0014,2024-05-29,2026-01-13,594,Bank Loan,Yes,Completed
S09264,P10824,C02769,A0087,2023-02-20,2023-12-06,289,RTGS,No,Completed
S09265,P09807,C03233,A0125,2025-08-01,2026-02-02,185,Home Loan,Yes,Completed
S09266,P24320,C09258,A0132,2022-06-22,2024-01-03,560,RTGS,No,Completed
S09267,P13307,C16277,A0156,2022-03-12,2022-03-21,9,NEFT,Yes,Completed
S09268,P00351,C18262,A0447,2025-08-01,2026-02-01,184,UPI,Yes,Completed
S09269,P00070,C13562,A0467,2025-03-04,2026-01-21,323,Bank Loan,No,Cancelled
S09270,P13947,C04379,A0136,2025-06-04,2026-04-27,327,Home Loan,Yes,Completed
S09271,P22268,C06985,A0059,2023-08-04,2025-12-18,867,Cash,Yes,Completed
S09272,P05736,C03364,A0212,2023-01-22,2025-07-07,897,RTGS,Yes,Pending
S09273,P26486,C15700,A0077,2024-10-27,2026-04-01,521,Cash,Yes,Completed
S09274,P05861,C14095,A0115,2024-12-17,2025-12-28,376,UPI,Yes,Completed
S09275,P12666,C03137,A0126,2024-09-07,2026-02-13,524,UPI,Yes,Completed
S09276,P00975,C03210,A0300,2024-11-29,2025-08-11,255,Bank Loan,No,Completed
S09277,P13745,C18081,A0358,2025-10-15,2026-05-09,206,UPI,No,Pending
S09278,P29768,C03158,A0106,2021-10-12,2026-02-08,1580,Bank Loan,No,Completed
S09279,P13226,C09234,A0273,2022-02-06,2026-05-14,1558,Cash,No,Completed
S09280,P17687,C01940,A0075,2025-07-14,2025-11-14,123,Home Loan,Yes,Completed
S09281,P11670,C18025,A0384,2023-03-04,2024-10-28,604,Home Loan,Yes,Completed
S09282,P23965,C09450,A0187,2022-08-19,2023-01-15,149,Cash,No,Completed
S09283,P20341,C08140,A0349,2022-03-28,2024-08-19,875,UPI,No,Completed
S09284,P10454,C14292,A0152,2025-12-30,2026-03-20,80,NEFT,No,Completed
S09285,P23197,C08796,A0461,2025-08-10,2026-04-23,256,Home Loan,No,Completed
S09286,P08884,C19287,A0086,2026-05-08,2026-06-06,29,Home Loan,Yes,Completed
S09287,P28154,C10669,A0471,2021-09-03,2022-05-01,240,NEFT,No,Pending
S09288,P16113,C05985,A0135,2023-12-28,2024-01-11,14,UPI,No,Completed
S09289,P22215,C05589,A0396,2024-09-28,2025-10-04,371,Cash,No,Completed
S09290,P11442,C04523,A0106,2021-11-14,2023-12-31,777,UPI,No,Completed
S09291,P17888,C06771,A0492,2024-01-02,2025-06-13,528,Bank Loan,Yes,Completed
S09292,P13416,C10826,A0497,2021-11-12,2025-07-13,1339,Home Loan,No,Completed
S09293,P18541,C10611,A0108,2024-12-05,2025-06-06,183,Home Loan,Yes,Completed
S09294,P22032,C14426,A0251,2022-02-02,2025-05-14,1197,Cash,No,Pending
S09295,P22597,C12569,A0154,2026-02-15,2026-03-16,29,UPI,Yes,Completed
S09296,P16070,C19841,A0300,2022-10-26,2024-12-26,792,Bank Loan,No,Completed
S09297,P21522,C12369,A0092,2023-05-22,2024-12-29,587,NEFT,Yes,Completed
S09298,P09494,C12944,A0147,2025-07-06,2026-04-25,293,Cash,No,Completed
S09299,P17463,C10231,A0175,2022-10-26,2023-10-03,342,UPI,No,Pending
S09300,P00990,C09317,A0445,2026-01-31,2026-05-18,107,NEFT,No,Completed
S09301,P27069,C12187,A0357,2023-09-24,2025-04-19,573,Bank Loan,No,Cancelled
S09302,P10799,C01632,A0240,2022-02-09,2023-12-17,676,Bank Loan,Yes,Completed
S09303,P14424,C09772,A0112,2022-05-07,2023-10-31,542,Bank Loan,No,Completed
S09304,P05516,C18704,A0086,2024-05-29,2024-12-22,207,Bank Loan,No,Completed
S09305,P07152,C02490,A0450,2022-01-11,2022-05-24,133,Bank Loan,Yes,Completed
S09306,P29508,C17000,A0158,2021-12-18,2023-07-03,562,RTGS,Yes,Completed
S09307,P29598,C05959,A0216,2023-12-20,2024-11-23,339,Bank Loan,Yes,Completed
S09308,P01986,C14271,A0093,2023-02-10,2024-09-23,591,Bank Loan,No,Completed
S09309,P00846,C03195,A0085,2023-05-19,2026-04-07,1054,UPI,No,Completed
S09310,P04004,C02566,A0172,2022-12-28,2025-09-30,1007,NEFT,No,Completed
S09311,P22289,C12295,A0344,2026-04-15,2026-06-05,51,Bank Loan,No,Completed
S09312,P09423,C01376,A0030,2023-05-14,2024-05-09,361,RTGS,No,Completed
S09313,P21041,C05086,A0268,2021-10-17,2025-09-17,1431,NEFT,No,Completed
S09314,P19916,C19445,A0297,2021-11-29,2023-02-23,451,RTGS,Yes,Completed
S09315,P11008,C06152,A0356,2024-06-16,2026-01-23,586,Home Loan,No,Completed
S09316,P04863,C01587,A0022,2024-01-26,2025-09-22,605,Cash,Yes,Completed
S09317,P19274,C13511,A0154,2022-08-27,2024-11-29,825,RTGS,No,Completed
S09318,P08784,C17263,A0119,2024-11-30,2025-10-17,321,Cash,Yes,Pending
S09319,P20199,C06493,A0028,2022-01-18,2025-10-17,1368,Home Loan,Yes,Cancelled
S09320,P22546,C10257,A0447,2023-08-26,2024-03-22,209,UPI,No,Completed
S09321,P02791,C12835,A0391,2023-08-24,2024-04-07,227,Bank Loan,Yes,Completed
S09322,P12590,C14179,A0120,2026-04-15,2026-05-08,23,Home Loan,No,Completed
S09323,P22493,C07986,A0320,2023-12-09,2024-10-12,308,Bank Loan,Yes,Pending
S09324,P27324,C08283,A0248,2025-03-25,2026-03-02,342,Cash,No,Completed
S09325,P14428,C00059,A0183,2022-12-23,2025-08-23,974,Home Loan,Yes,Completed
S09326,P15635,C01425,A0424,2024-02-13,2025-02-05,358,RTGS,No,Completed
S09327,P05872,C11565,A0290,2025-04-05,2025-12-28,267,Bank Loan,No,Completed
S09328,P03621,C15178,A0036,2025-05-01,2026-02-03,278,UPI,No,Completed
S09329,P08863,C03259,A0054,2025-02-10,2026-02-15,370,RTGS,No,Completed
S09330,P22004,C09597,A0181,2025-06-20,2026-04-11,295,Cash,No,Completed
S09331,P11704,C18255,A0368,2024-09-09,2025-08-15,340,Cash,Yes,Completed
S09332,P25683,C01578,A0470,2022-07-14,2023-04-17,277,RTGS,No,Cancelled
S09333,P29081,C13374,A0402,2023-06-12,2025-11-29,901,UPI,Yes,Completed
S09334,P19920,C16025,A0381,2025-06-19,2026-02-18,244,Home Loan,Yes,Completed
S09335,P11626,C03565,A0500,2025-04-15,2025-11-03,202,RTGS,No,Completed
S09336,P24835,C06809,A0331,2023-09-06,2024-08-27,356,Bank Loan,Yes,Completed
S09337,P06523,C14515,A0036,2025-11-19,2026-03-03,104,Bank Loan,No,Completed
S09338,P02381,C05752,A0217,2023-08-20,2024-06-21,306,UPI,No,Completed
S09339,P07987,C18430,A0073,2026-01-08,2026-07-07,180,Bank Loan,Yes,Completed
S09340,P21127,C12104,A0471,2023-10-11,2025-10-06,726,UPI,No,Completed
S09341,P23269,C16952,A0266,2024-10-06,2025-08-09,307,NEFT,No,Completed
S09342,P02079,C13392,A0152,2024-07-15,2026-02-20,585,UPI,No,Completed
S09343,P00357,C02030,A0252,2022-07-14,2025-12-31,1266,RTGS,Yes,Cancelled
S09344,P08741,C08772,A0161,2023-01-30,2025-08-06,919,RTGS,No,Completed
S09345,P26254,C04688,A0377,2024-07-02,2025-07-16,379,Cash,Yes,Completed
S09346,P12616,C12932,A0244,2023-12-22,2025-02-23,429,NEFT,No,Pending
S09347,P06504,C06780,A0170,2025-10-21,2026-04-10,171,UPI,No,Completed
S09348,P11858,C11713,A0131,2025-10-05,2026-01-25,112,RTGS,No,Completed
S09349,P11770,C16834,A0043,2023-09-11,2025-05-24,621,RTGS,Yes,Completed
S09350,P24220,C01099,A0364,2025-10-28,2026-06-03,218,UPI,No,Completed
S09351,P00593,C04225,A0408,2023-01-10,2024-05-27,503,Bank Loan,Yes,Completed
S09352,P29734,C12627,A0232,2023-04-16,2024-10-11,544,Bank Loan,No,Completed
S09353,P19047,C07868,A0068,2024-03-01,2025-11-28,637,Home Loan,Yes,Completed
S09354,P05221,C07663,A0235,2023-10-30,2025-09-10,681,NEFT,No,Completed
S09355,P07434,C03577,A0323,2021-11-20,2022-06-15,207,Bank Loan,No,Completed
S09356,P10675,C01883,A0222,2022-08-05,2025-07-20,1080,UPI,No,Completed
S09357,P11791,C11028,A0428,2024-10-24,2026-03-27,519,NEFT,No,Completed
S09358,P16452,C18141,A0380,2024-07-01,2024-12-06,158,Cash,Yes,Completed
S09359,P06428,C04652,A0196,2021-09-07,2021-12-31,115,UPI,No,Completed
S09360,P26467,C09447,A0161,2023-02-02,2025-07-21,900,UPI,Yes,Completed
S09361,P04632,C05092,A0050,2021-11-13,2022-09-02,293,Cash,No,Completed
S09362,P08399,C13039,A0395,2021-12-31,2023-02-25,421,RTGS,Yes,Completed
S09363,P10232,C08543,A0217,2021-09-06,2023-05-18,619,Bank Loan,Yes,Completed
S09364,P26442,C11031,A0021,2021-09-16,2025-12-22,1558,NEFT,No,Completed
S09365,P09956,C03280,A0279,2024-11-10,2026-01-28,444,Bank Loan,Yes,Completed
S09366,P27386,C01785,A0264,2022-10-20,2022-10-22,2,UPI,Yes,Pending
S09367,P23496,C00294,A0071,2022-06-20,2023-03-12,265,Home Loan,No,Completed
S09368,P06662,C08415,A0160,2026-02-12,2026-04-18,65,UPI,No,Completed
S09369,P27371,C19669,A0075,2023-09-25,2026-07-01,1010,NEFT,No,Completed
S09370,P00911,C11374,A0362,2024-06-29,2024-10-23,116,Bank Loan,No,Pending
S09371,P07438,C18308,A0183,2022-07-12,2023-11-19,495,RTGS,Yes,Completed
S09372,P03022,C10675,A0025,2021-10-17,2025-10-02,1446,Home Loan,No,Completed
S09373,P20999,C01133,A0462,2024-03-26,2025-05-19,419,Cash,Yes,Cancelled
S09374,P17156,C14180,A0057,2026-01-17,2026-01-30,13,Bank Loan,No,Completed
S09375,P24507,C01111,A0335,2026-05-10,2026-07-01,52,Cash,No,Completed
S09376,P01266,C09274,A0240,2022-05-28,2025-05-08,1076,Cash,No,Completed
